name,image,html,player_name,nba_id
AnferneeSimons,https://cdn.nba.com/headshots/nba/latest/260x190/1629014.png,/player/1629014/anfernee-simons/,anfernee simons,1629014
JerichoSims,https://cdn.nba.com/headshots/nba/latest/260x190/1630579.png,/player/1630579/jericho-sims/,jericho sims,1630579
MarcusSmart,https://cdn.nba.com/headshots/nba/latest/260x190/203935.png,/player/203935/marcus-smart/,marcus smart,203935
DruSmith,https://cdn.nba.com/headshots/nba/latest/260x190/1630696.png,/player/1630696/dru-smith/,dru smith,1630696
IshSmith,https://cdn.nba.com/headshots/nba/latest/260x190/202397.png,/player/202397/ish-smith/,ish smith,202397
JalenSmith,https://cdn.nba.com/headshots/nba/latest/260x190/1630188.png,/player/1630188/jalen-smith/,jalen smith,1630188
DennisSmith Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1628372.png,/player/1628372/dennis-smith-jr/,dennis smith jr,1628372
JabariSmith Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1631095.png,/player/1631095/jabari-smith-jr/,jabari smith jr,1631095
JeremySochan,https://cdn.nba.com/headshots/nba/latest/260x190/1631110.png,/player/1631110/jeremy-sochan/,jeremy sochan,1631110
JadenSpringer,https://cdn.nba.com/headshots/nba/latest/260x190/1630531.png,/player/1630531/jaden-springer/,jaden springer,1630531
LamarStevens,https://cdn.nba.com/headshots/nba/latest/260x190/1630205.png,/player/1630205/lamar-stevens/,lamar stevens,1630205
IsaiahStewart,https://cdn.nba.com/headshots/nba/latest/260x190/1630191.png,/player/1630191/isaiah-stewart/,isaiah stewart,1630191
MaxStrus,https://cdn.nba.com/headshots/nba/latest/260x190/1629622.png,/player/1629622/max-strus/,max strus,1629622
JalenSuggs,https://cdn.nba.com/headshots/nba/latest/260x190/1630591.png,/player/1630591/jalen-suggs/,jalen suggs,1630591
EdmondSumner,https://cdn.nba.com/headshots/nba/latest/260x190/1628410.png,/player/1628410/edmond-sumner/,edmond sumner,1628410
ColeSwider,https://cdn.nba.com/headshots/nba/latest/260x190/1631306.png,/player/1631306/cole-swider/,cole swider,1631306
Jae'SeanTate,https://cdn.nba.com/headshots/nba/latest/260x190/1630256.png,/player/1630256/jaesean-tate/,jaesean tate,1630256
JaysonTatum,https://cdn.nba.com/headshots/nba/latest/260x190/1628369.png,/player/1628369/jayson-tatum/,jayson tatum,1628369
TerryTaylor,https://cdn.nba.com/headshots/nba/latest/260x190/1630678.png,/player/1630678/terry-taylor/,terry taylor,1630678
GarrettTemple,https://cdn.nba.com/headshots/nba/latest/260x190/202066.png,/player/202066/garrett-temple/,garrett temple,202066
DalenTerry,https://cdn.nba.com/headshots/nba/latest/260x190/1631207.png,/player/1631207/dalen-terry/,dalen terry,1631207
DanielTheis,https://cdn.nba.com/headshots/nba/latest/260x190/1628464.png,/player/1628464/daniel-theis/,daniel theis,1628464
CamThomas,https://cdn.nba.com/headshots/nba/latest/260x190/1630560.png,/player/1630560/cam-thomas/,cam thomas,1630560
KlayThompson,https://cdn.nba.com/headshots/nba/latest/260x190/202691.png,/player/202691/klay-thompson/,klay thompson,202691
JTThor,https://cdn.nba.com/headshots/nba/latest/260x190/1630550.png,/player/1630550/jt-thor/,jt thor,1630550
MatisseThybulle,https://cdn.nba.com/headshots/nba/latest/260x190/1629680.png,/player/1629680/matisse-thybulle/,matisse thybulle,1629680
XavierTillman,https://cdn.nba.com/headshots/nba/latest/260x190/1630214.png,/player/1630214/xavier-tillman/,xavier tillman,1630214
IsaiahTodd,https://cdn.nba.com/headshots/nba/latest/260x190/1630225.png,/player/1630225/isaiah-todd/,isaiah todd,1630225
ObiToppin,https://cdn.nba.com/headshots/nba/latest/260x190/1630167.png,/player/1630167/obi-toppin/,obi toppin,1630167
JuanToscano-Anderson,https://cdn.nba.com/headshots/nba/latest/260x190/1629308.png,/player/1629308/juan-toscano-anderson/,juan toscano anderson,1629308
Karl-AnthonyTowns,https://cdn.nba.com/headshots/nba/latest/260x190/1626157.png,/player/1626157/karl-anthony-towns/,karl anthony towns,1626157
GaryTrent Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1629018.png,/player/1629018/gary-trent-jr/,gary trent jr,1629018
P.J.Tucker,https://cdn.nba.com/headshots/nba/latest/260x190/200782.png,/player/200782/pj-tucker/,pj tucker,200782
MylesTurner,https://cdn.nba.com/headshots/nba/latest/260x190/1626167.png,/player/1626167/myles-turner/,myles turner,1626167
JonasValanciunas,https://cdn.nba.com/headshots/nba/latest/260x190/202685.png,/player/202685/jonas-valanciunas/,jonas valanciunas,202685
FredVanVleet,https://cdn.nba.com/headshots/nba/latest/260x190/1627832.png,/player/1627832/fred-vanvleet/,fred vanvleet,1627832
JarredVanderbilt,https://cdn.nba.com/headshots/nba/latest/260x190/1629020.png,/player/1629020/jarred-vanderbilt/,jarred vanderbilt,1629020
DevinVassell,https://cdn.nba.com/headshots/nba/latest/260x190/1630170.png,/player/1630170/devin-vassell/,devin vassell,1630170
GabeVincent,https://cdn.nba.com/headshots/nba/latest/260x190/1629216.png,/player/1629216/gabe-vincent/,gabe vincent,1629216
NoahVonleh,https://cdn.nba.com/headshots/nba/latest/260x190/203943.png,/player/203943/noah-vonleh/,noah vonleh,203943
NikolaVucevic,https://cdn.nba.com/headshots/nba/latest/260x190/202696.png,/player/202696/nikola-vucevic/,nikola vucevic,202696
DeanWade,https://cdn.nba.com/headshots/nba/latest/260x190/1629731.png,/player/1629731/dean-wade/,dean wade,1629731
FranzWagner,https://cdn.nba.com/headshots/nba/latest/260x190/1630532.png,/player/1630532/franz-wagner/,franz wagner,1630532
MoritzWagner,https://cdn.nba.com/headshots/nba/latest/260x190/1629021.png,/player/1629021/moritz-wagner/,moritz wagner,1629021
IshWainright,https://cdn.nba.com/headshots/nba/latest/260x190/1630688.png,/player/1630688/ish-wainright/,ish wainright,1630688
JabariWalker,https://cdn.nba.com/headshots/nba/latest/260x190/1631133.png,/player/1631133/jabari-walker/,jabari walker,1631133
KembaWalker,https://cdn.nba.com/headshots/nba/latest/260x190/202689.png,/player/202689/kemba-walker/,kemba walker,202689
LonnieWalker IV,https://cdn.nba.com/headshots/nba/latest/260x190/1629022.png,/player/1629022/lonnie-walker-iv/,lonnie walker iv,1629022
JohnWall,https://cdn.nba.com/headshots/nba/latest/260x190/202322.png,/player/202322/john-wall/,john wall,202322
T.J.Warren,https://cdn.nba.com/headshots/nba/latest/260x190/203933.png,/player/203933/tj-warren/,tj warren,203933
P.J.Washington,https://cdn.nba.com/headshots/nba/latest/260x190/1629023.png,/player/1629023/pj-washington/,pj washington,1629023
DuaneWashington Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1630613.png,/player/1630613/duane-washington-jr/,duane washington jr,1630613
TyTyWashington Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1631102.png,/player/1631102/tyty-washington-jr/,tyty washington jr,1631102
YutaWatanabe,https://cdn.nba.com/headshots/nba/latest/260x190/1629139.png,/player/1629139/yuta-watanabe/,yuta watanabe,1629139
LindyWaters III,https://cdn.nba.com/headshots/nba/latest/260x190/1630322.png,/player/1630322/lindy-waters-iii/,lindy waters iii,1630322
TrendonWatford,https://cdn.nba.com/headshots/nba/latest/260x190/1630570.png,/player/1630570/trendon-watford/,trendon watford,1630570
PeytonWatson,https://cdn.nba.com/headshots/nba/latest/260x190/1631212.png,/player/1631212/peyton-watson/,peyton watson,1631212
BlakeWesley,https://cdn.nba.com/headshots/nba/latest/260x190/1631104.png,/player/1631104/blake-wesley/,blake wesley,1631104
RussellWestbrook,https://cdn.nba.com/headshots/nba/latest/260x190/201566.png,/player/201566/russell-westbrook/,russell westbrook,201566
CobyWhite,https://cdn.nba.com/headshots/nba/latest/260x190/1629632.png,/player/1629632/coby-white/,coby white,1629632
DerrickWhite,https://cdn.nba.com/headshots/nba/latest/260x190/1628401.png,/player/1628401/derrick-white/,derrick white,1628401
JackWhite,https://cdn.nba.com/headshots/nba/latest/260x190/1631298.png,/player/1631298/jack-white/,jack white,1631298
JoeWieskamp,https://cdn.nba.com/headshots/nba/latest/260x190/1630580.png,/player/1630580/joe-wieskamp/,joe wieskamp,1630580
AaronWiggins,https://cdn.nba.com/headshots/nba/latest/260x190/1630598.png,/player/1630598/aaron-wiggins/,aaron wiggins,1630598
AndrewWiggins,https://cdn.nba.com/headshots/nba/latest/260x190/203952.png,/player/203952/andrew-wiggins/,andrew wiggins,203952
AlondesWilliams,https://cdn.nba.com/headshots/nba/latest/260x190/1631214.png,/player/1631214/alondes-williams/,alondes williams,1631214
GrantWilliams,https://cdn.nba.com/headshots/nba/latest/260x190/1629684.png,/player/1629684/grant-williams/,grant williams,1629684
JalenWilliams,https://cdn.nba.com/headshots/nba/latest/260x190/1631114.png,/player/1631114/jalen-williams/,jalen williams,1631114
JaylinWilliams,https://cdn.nba.com/headshots/nba/latest/260x190/1631119.png,/player/1631119/jaylin-williams/,jaylin williams,1631119
KenrichWilliams,https://cdn.nba.com/headshots/nba/latest/260x190/1629026.png,/player/1629026/kenrich-williams/,kenrich williams,1629026
MarkWilliams,https://cdn.nba.com/headshots/nba/latest/260x190/1631109.png,/player/1631109/mark-williams/,mark williams,1631109
PatrickWilliams,https://cdn.nba.com/headshots/nba/latest/260x190/1630172.png,/player/1630172/patrick-williams/,patrick williams,1630172
ZiaireWilliams,https://cdn.nba.com/headshots/nba/latest/260x190/1630533.png,/player/1630533/ziaire-williams/,ziaire williams,1630533
RobertWilliams III,https://cdn.nba.com/headshots/nba/latest/260x190/1629057.png,/player/1629057/robert-williams-iii/,robert williams iii,1629057
VinceWilliams Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1631246.png,/player/1631246/vince-williams-jr/,vince williams jr,1631246
ZionWilliamson,https://cdn.nba.com/headshots/nba/latest/260x190/1629627.png,/player/1629627/zion-williamson/,zion williamson,1629627
DylanWindler,https://cdn.nba.com/headshots/nba/latest/260x190/1629685.png,/player/1629685/dylan-windler/,dylan windler,1629685
JustiseWinslow,https://cdn.nba.com/headshots/nba/latest/260x190/1626159.png,/player/1626159/justise-winslow/,justise winslow,1626159
JamesWiseman,https://cdn.nba.com/headshots/nba/latest/260x190/1630164.png,/player/1630164/james-wiseman/,james wiseman,1630164
ChristianWood,https://cdn.nba.com/headshots/nba/latest/260x190/1626174.png,/player/1626174/christian-wood/,christian wood,1626174
DelonWright,https://cdn.nba.com/headshots/nba/latest/260x190/1626153.png,/player/1626153/delon-wright/,delon wright,1626153
McKinleyWright IV,https://cdn.nba.com/headshots/nba/latest/260x190/1630593.png,/player/1630593/mckinley-wright-iv/,mckinley wright iv,1630593
ThaddeusYoung,https://cdn.nba.com/headshots/nba/latest/260x190/201152.png,/player/201152/thaddeus-young/,thaddeus young,201152
TraeYoung,https://cdn.nba.com/headshots/nba/latest/260x190/1629027.png,/player/1629027/trae-young/,trae young,1629027
OmerYurtseven,https://cdn.nba.com/headshots/nba/latest/260x190/1630209.png,/player/1630209/omer-yurtseven/,omer yurtseven,1630209
IvicaZubac,https://cdn.nba.com/headshots/nba/latest/260x190/1627826.png,/player/1627826/ivica-zubac/,ivica zubac,1627826
