,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Klay Thompson,GSW,33,44,44,48.5,3.6,9.0,39.5,57.3,5.5,0.4,1.0,35.3,43.0,3.2,8.0,40.0
1,Lauri Markkanen,UTA,25,54,54,41.0,2.9,6.7,42.7,63.2,1.2,0.1,0.2,55.0,39.7,2.8,6.5,42.3
2,Nikola Vucevic,CHI,32,56,56,47.6,2.7,6.6,40.1,52.6,14.5,1.0,2.0,49.5,33.2,1.7,4.6,35.9
3,Buddy Hield,IND,30,59,59,47.5,2.7,6.5,41.8,62.5,0.5,0.0,0.1,28.6,47.0,2.7,6.4,41.9
4,Tim Hardaway Jr.,DAL,30,54,54,52.2,2.3,6.4,36.2,53.5,1.8,0.1,0.2,50.0,50.4,2.2,6.2,35.7
5,Max Strus,MIA,26,56,56,58.5,2.3,6.4,35.3,52.8,0.3,0.0,0.0,50.0,58.2,2.2,6.3,35.2
6,Malik Beasley,LAL,26,57,57,51.7,2.3,6.3,36.2,53.1,2.3,0.2,0.3,57.1,49.4,2.1,6.0,35.2
7,Kelly Oubre Jr.,CHA,27,35,35,33.0,1.8,5.9,31.2,46.1,1.3,0.1,0.2,39.1,31.7,1.7,5.6,30.9
8,Keegan Murray,SAC,22,54,54,59.8,2.4,5.8,41.8,62.2,1.3,0.1,0.1,46.2,58.5,2.4,5.6,41.7
9,Michael Porter Jr.,DEN,24,41,41,44.3,2.6,5.7,45.1,64.7,4.2,0.3,0.5,63.0,40.2,2.2,5.2,43.1
10,Devin Vassell,SAS,22,29,29,35.6,2.6,5.7,46.1,67.3,3.7,0.2,0.6,35.6,32.0,2.4,5.1,47.3
11,Bogdan Bogdanovic,ATL,30,33,33,43.3,2.2,5.5,39.3,56.0,4.5,0.3,0.6,56.9,38.8,1.9,5.0,37.2
12,Pat Connaughton,MIL,30,40,40,71.8,1.9,5.5,34.7,52.0,0.0,0.0,0.0,-,71.8,1.9,5.5,34.8
13,LaMelo Ball,CHA,21,32,32,27.5,2.2,5.5,39.0,58.5,0.2,0.0,0.0,0.0,27.4,2.2,5.5,39.3
14,Kristaps Porzingis,WAS,27,48,48,35.8,2.1,5.5,37.9,54.2,4.3,0.3,0.7,43.3,31.5,1.8,4.8,37.1
15,Kyle Kuzma,WAS,27,51,50,30.9,1.9,5.5,35.0,51.8,1.3,0.1,0.2,33.3,29.5,1.8,5.3,35.0
16,Stephen Curry,GSW,34,37,37,27.2,2.2,5.4,39.8,58.7,0.9,0.1,0.2,57.9,26.3,2.0,5.2,39.1
