,PLAYER,TEAM,GP,W,L,MIN,PTS,Drive PTS,Drive FG%,C&S PTS,C&S FG%,Pull Up PTS,Pull Up FG%,Paint Touch PTS,Paint Touch FG%,Post Touch PTS,Post Touch FG%,Elbow Touch PTS,Elbow Touch FG%,eFG%
18,Andre Iguodala,GSW,2,0,2,12.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,100.0
19,Andrew Nembhard,IND,53,23,30,27.1,8.1,2.1,41.5,2.8,34.2,2.2,36.5,0.3,57.1,0.0,0.0,0.2,66.7,50.1
20,Andrew Wiggins,GSW,36,18,18,32.3,17.1,1.6,34.3,7.1,43.9,2.4,33.9,3.3,63.5,1.0,59.3,0.6,56.3,56.0
21,Anfernee Simons,POR,56,27,29,35.5,21.4,5.8,53.3,6.3,40.5,7.2,39.2,0.5,68.2,0.0,0.0,0.3,69.2,55.3
22,Anthony Davis,LAL,35,16,19,33.4,26.0,2.1,50.0,2.2,30.8,2.2,42.7,13.6,70.6,4.0,49.5,3.7,54.1,57.3
23,Anthony Edwards,MIN,61,31,30,36.2,24.9,9.4,53.4,3.5,42.4,7.2,35.0,0.8,74.2,0.4,52.6,0.3,69.2,53.2
24,Anthony Gill,WAS,41,17,24,10.0,3.1,0.4,46.2,0.3,25.0,0.0,14.3,1.6,83.3,0.0,0.0,0.3,75.0,62.5
25,Anthony Lamb,GSW,42,22,20,19.3,7.1,0.9,77.8,3.8,40.3,0.3,35.7,1.0,64.5,0.0,0.0,0.3,62.5,62.9
26,Austin Reaves,LAL,41,19,22,27.9,10.5,3.0,56.5,3.2,38.1,1.7,42.5,0.7,61.1,0.0,0.0,0.3,55.6,58.2
27,Austin Rivers,MIN,46,23,23,20.8,5.4,2.0,58.3,2.5,38.8,0.2,15.0,0.1,50.0,0.0,0.0,0.1,100.0,56.2
28,Ayo Dosunmu,CHI,56,25,31,28.5,9.5,3.0,61.5,2.5,32.9,0.7,36.0,0.8,64.3,0.0,0.0,0.3,85.7,55.2
29,Bam Adebayo,MIA,54,29,25,35.3,21.6,4.5,52.6,2.2,46.1,2.9,43.6,7.4,61.3,1.7,51.4,5.1,59.1,54.4
30,Ben Simmons,BKN,42,24,18,26.3,6.9,1.7,52.5,0.1,40.0,0.2,23.5,3.4,71.1,0.5,50.0,0.8,51.6,56.6
31,Bennedict Mathurin,IND,60,26,34,28.2,17.2,6.1,44.9,2.5,30.2,2.6,33.5,1.9,62.9,0.0,0.0,1.2,71.0,48.3
32,Bismack Biyombo,PHX,46,25,21,14.0,3.8,0.0,0.0,0.1,33.3,0.0,50.0,3.0,60.6,0.3,31.6,0.9,51.4,57.2
33,Blake Griffin,BOS,26,17,9,14.4,4.9,0.2,33.3,2.2,45.2,0.0,0.0,1.8,72.4,0.3,60.0,0.7,72.7,61.4
34,Blake Wesley,SAS,14,2,12,13.5,4.4,1.0,28.6,1.5,41.2,0.9,27.3,0.3,25.0,0.0,0.0,0.2,50.0,43.0
35,Boban Marjanovic,HOU,19,1,18,4.4,2.9,0.0,0.0,0.1,33.3,0.2,28.6,1.6,92.3,1.3,55.6,0.7,83.3,65.6
36,Bobby Portis,MIL,47,30,17,26.8,14.4,1.7,56.9,4.7,40.2,1.7,38.1,4.1,62.4,2.1,52.8,0.9,67.7,55.1
37,Bogdan Bogdanovic,ATL,34,16,18,29.8,14.6,3.5,52.0,6.4,39.8,4.6,41.4,0.4,50.0,0.1,50.0,0.4,50.0,53.6
38,Bojan Bogdanovic,DET,55,15,40,32.0,21.7,6.3,56.5,6.0,46.3,5.4,43.6,0.7,48.5,0.5,36.0,0.8,60.0,57.3
39,Bol Bol,ORL,54,21,33,23.2,10.4,2.5,55.6,1.1,35.0,1.5,36.5,3.1,83.7,0.1,40.0,0.5,84.6,61.6
40,Bones Hyland,LAC,44,30,14,19.4,11.9,3.0,35.9,3.1,38.3,4.0,34.0,0.1,40.0,0.0,0.0,0.1,75.0,50.3
41,Bradley Beal,WAS,36,20,16,32.9,23.1,9.4,58.2,3.8,43.1,6.9,47.1,1.7,67.6,0.2,40.0,1.3,50.0,57.2
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,2.1,35.6,0.7,31.3,2.2,40.0,0.2,28.6,0.1,33.3,0.1,50.0,47.1
43,Brandon Clarke,MEM,51,29,22,20.0,10.5,0.8,53.8,0.9,48.9,0.3,63.6,6.3,70.6,0.1,25.0,2.6,67.4,66.5
44,Brandon Ingram,NOP,24,12,12,32.2,22.4,9.4,53.5,4.0,42.2,8.3,42.4,0.7,66.7,1.1,48.0,1.2,72.2,51.3
45,Braxton Key,DET,3,0,3,3.0,1.3,0.0,0.0,0.0,0.0,0.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
46,Brook Lopez,MIL,57,40,17,30.3,14.5,0.9,63.6,5.9,38.6,0.8,38.2,5.6,67.9,1.9,63.1,1.1,52.2,59.1
47,Bruce Brown,DEN,58,41,17,28.8,11.3,2.8,44.2,3.7,39.9,1.4,39.1,1.5,64.8,0.1,100.0,0.8,69.0,56.6
48,Bruno Fernando,ATL,32,9,23,11.5,4.1,0.1,16.7,0.0,0.0,0.1,50.0,3.2,58.6,0.1,66.7,0.5,41.2,52.1
49,Bryce McGowens,CHA,26,8,18,14.7,4.1,1.3,33.3,1.3,37.9,0.1,7.7,0.4,62.5,0.0,0.0,0.0,0.0,44.2
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,1.0,38.1,1.2,29.4,1.1,37.5,0.1,100.0,0.0,0.0,0.0,0.0,44.6
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,60,26,34,32.0,17.5,2.5,45.4,8.3,42.3,4.4,42.4,0.7,72.0,0.0,0.0,0.2,71.4,59.3
53,CJ McCollum,NOP,52,26,26,35.0,21.1,6.4,48.8,4.9,37.7,8.7,43.0,0.3,52.9,0.0,0.0,0.6,56.5,51.4
54,Cade Cunningham,DET,12,3,9,33.3,19.9,9.8,46.9,2.4,30.3,8.0,41.5,0.8,60.0,0.3,100.0,0.3,66.7,45.3
55,Caleb Houstan,ORL,34,12,22,16.1,4.2,0.1,50.0,2.9,37.5,0.2,50.0,0.6,50.0,0.0,0.0,0.0,0.0,54.5
56,Caleb Martin,MIA,49,26,23,30.3,10.1,1.6,47.0,3.5,35.1,1.8,45.0,1.6,64.2,0.0,0.0,0.4,69.2,53.3
57,Cam Reddish,POR,23,10,13,22.1,8.8,2.6,50.0,2.8,34.9,0.8,30.4,1.0,73.3,0.0,0.0,0.4,55.6,52.8
58,Cam Thomas,BKN,41,25,16,16.6,10.8,4.6,46.5,1.2,50.0,3.9,40.5,0.3,83.3,0.0,0.0,0.3,55.6,51.4
59,Cameron Johnson,BKN,20,14,6,25.9,14.0,2.1,58.6,7.0,41.6,2.1,40.9,1.1,60.0,0.0,0.0,0.5,55.6,58.6
60,Cameron Payne,PHX,28,15,13,24.0,12.1,4.9,43.2,2.8,33.3,4.4,42.0,0.2,75.0,0.0,0.0,0.0,0.0,49.0
61,Caris LeVert,CLE,55,33,22,30.4,12.0,4.7,43.3,3.0,37.9,2.9,32.0,0.5,45.8,0.0,0.0,0.3,35.7,48.5
62,Carlik Jones,CHI,1,0,1,21.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedi Osman,CLE,58,37,21,21.0,8.9,1.4,44.3,3.5,35.1,0.9,32.7,0.7,70.4,0.0,0.0,0.3,90.9,55.7
64,Charles Bassey,SAS,26,5,21,13.6,4.7,0.0,0.0,0.3,30.8,0.1,25.0,4.2,70.3,0.3,50.0,0.7,54.5,62.7
65,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,50.0
66,Chimezie Metu,SAC,44,25,19,10.8,5.0,0.2,37.5,0.6,29.0,0.0,16.7,3.3,71.9,0.2,50.0,0.5,53.3,63.3
67,Chris Boucher,TOR,53,26,27,20.8,9.8,0.5,36.8,2.5,32.8,0.4,37.5,4.5,62.7,0.0,0.0,0.3,46.2,54.7
68,Chris Duarte,IND,36,14,22,19.3,7.9,2.2,45.5,2.1,30.5,2.5,31.9,0.4,66.7,0.0,0.0,0.2,20.0,43.9
69,Chris Paul,PHX,39,20,19,32.0,13.7,4.3,51.3,2.1,49.1,7.8,41.2,0.1,50.0,0.1,33.3,0.0,0.0,49.7
70,Chris Silva,DAL,1,1,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,100.0
71,Christian Braun,DEN,54,38,16,15.5,4.4,0.9,46.5,1.0,33.9,0.4,33.3,0.6,65.2,0.0,0.0,0.2,80.0,55.4
72,Christian Koloko,TOR,45,21,24,14.6,3.5,0.0,0.0,0.2,20.0,0.0,0.0,2.8,56.2,0.0,0.0,0.4,33.3,49.2
73,Christian Wood,DAL,48,26,22,27.7,17.8,3.1,57.0,5.4,42.1,0.9,26.8,4.6,67.2,1.6,60.0,1.5,65.0,60.0
74,Chuma Okeke,ORL,19,5,14,21.3,5.2,0.9,38.5,2.7,29.8,0.4,30.0,0.4,75.0,0.1,0.0,0.1,100.0,46.6
75,Clint Capela,ATL,43,23,20,26.9,12.2,0.1,28.6,0.0,0.0,0.0,0.0,10.7,64.4,0.3,33.3,1.4,70.0,62.7
76,Coby White,CHI,50,22,28,22.4,8.8,2.0,50.0,4.3,36.9,1.3,32.5,0.1,75.0,0.0,0.0,0.0,100.0,51.8
77,Cody Martin,CHA,7,2,5,19.1,5.0,1.9,45.5,1.6,40.0,0.3,10.0,0.6,66.7,0.0,0.0,0.0,0.0,43.1
78,Cole Anthony,ORL,39,18,21,25.0,12.0,5.1,52.6,2.3,32.3,3.3,42.9,0.8,70.6,0.0,0.0,0.2,100.0,50.0
79,Cole Swider,LAL,6,1,5,6.7,1.5,0.0,0.0,1.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
80,Collin Sexton,UTA,47,24,23,24.0,14.3,7.0,53.6,1.9,38.5,2.4,46.0,1.1,56.3,0.0,0.0,0.2,40.0,55.9
81,Corey Kispert,WAS,50,24,26,27.2,9.5,1.2,53.7,5.4,41.7,0.4,33.3,0.8,62.1,0.0,0.0,0.3,50.0,61.5
82,Cory Joseph,DET,40,10,30,15.8,4.7,1.6,47.2,1.3,33.3,1.4,34.3,0.1,40.0,0.0,0.0,0.1,33.3,46.2
83,D'Angelo Russell,LAL,57,29,28,32.8,17.9,4.4,53.3,4.8,40.2,6.6,43.2,0.6,56.0,0.1,40.0,0.5,66.7,56.5
84,Daishen Nix,HOU,41,11,30,15.5,3.7,1.0,38.9,1.3,26.9,0.9,38.7,0.2,100.0,0.0,0.0,0.0,100.0,44.5
85,Dalano Banton,TOR,26,14,12,9.5,4.6,0.5,22.2,1.3,31.4,0.5,17.2,1.0,76.5,0.0,0.0,0.2,66.7,47.3
86,Dalen Terry,CHI,22,10,12,5.2,1.5,0.5,50.0,0.3,18.2,0.1,33.3,0.2,50.0,0.0,0.0,0.0,0.0,41.7
87,Damian Jones,UTA,23,6,17,8.0,2.7,0.0,0.0,0.1,20.0,0.0,0.0,2.3,63.3,0.1,0.0,0.2,25.0,56.1
88,Damian Lillard,POR,46,23,23,36.2,31.4,10.9,57.8,4.8,38.8,10.3,40.6,0.3,72.7,0.2,50.0,0.3,66.7,57.0
89,Damion Lee,PHX,60,32,28,22.1,8.8,1.8,43.7,4.9,45.6,0.9,31.6,0.3,58.3,0.0,0.0,0.2,83.3,56.4
90,Daniel Gafford,WAS,56,26,30,18.7,8.4,0.5,83.3,0.1,33.3,0.1,100.0,6.1,79.1,0.3,50.0,1.3,70.2,74.5
91,Daniel Theis,IND,6,1,5,15.5,6.8,0.7,100.0,1.2,21.4,0.0,0.0,3.2,53.3,0.0,0.0,2.0,55.6,50.0
92,Danny Green,CLE,4,1,3,13.8,3.0,0.0,0.0,3.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
93,Danuel House Jr.,PHI,37,24,13,14.8,4.4,0.8,57.9,1.1,27.7,1.2,44.4,0.6,90.0,0.0,0.0,0.2,75.0,55.8
94,Dario Saric,OKC,38,18,20,14.4,6.0,0.9,32.4,2.3,39.2,0.3,28.6,1.7,60.0,0.5,46.7,0.3,66.7,51.1
95,Darius Bazley,PHX,36,16,20,15.4,5.4,1.3,39.4,1.6,41.7,0.1,20.0,1.5,55.0,0.1,0.0,0.6,50.0,50.6
96,Darius Days,HOU,3,0,3,7.8,5.0,0.0,0.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1
97,Darius Garland,CLE,51,28,23,35.2,21.7,8.7,50.8,3.6,46.3,7.8,43.4,0.3,75.0,0.0,100.0,0.4,61.5,54.7
98,David Duke Jr.,BKN,16,7,9,8.8,2.9,1.7,52.0,0.0,0.0,0.0,0.0,0.3,33.3,0.0,0.0,0.0,0.0,43.8
99,David Roddy,MEM,46,29,17,17.8,6.3,1.5,46.8,2.3,29.0,0.5,45.8,1.0,70.4,0.1,100.0,0.2,30.0,49.2
100,Davion Mitchell,SAC,56,31,25,17.8,5.6,1.7,53.0,1.7,34.0,1.2,32.6,0.3,69.2,0.0,0.0,0.1,33.3,52.0
101,Davis Bertans,DAL,34,17,17,10.6,4.1,0.1,66.7,2.9,36.3,0.5,75.0,0.1,66.7,0.0,0.0,0.1,100.0,59.0
102,Davon Reed,LAL,37,24,13,8.8,2.3,0.4,21.4,1.1,32.5,0.6,32.1,0.1,50.0,0.0,0.0,0.0,0.0,43.3
103,Day'Ron Sharpe,BKN,32,16,16,10.2,4.0,0.1,25.0,0.5,66.7,0.0,0.0,2.6,57.1,0.1,12.5,0.7,66.7,56.0
104,De'Aaron Fox,SAC,52,31,21,34.0,24.8,11.7,58.0,2.5,36.0,8.3,41.6,0.7,83.3,0.1,66.7,0.3,63.6,55.0
105,De'Andre Hunter,ATL,49,27,22,32.0,15.9,3.9,42.2,4.9,37.1,4.1,50.3,1.0,58.3,0.5,66.7,0.9,57.6,52.4
106,De'Anthony Melton,PHI,54,36,18,28.5,10.7,1.8,44.3,5.2,41.9,1.9,36.3,0.6,56.5,0.0,0.0,0.3,77.8,55.0
107,DeAndre Jordan,DEN,34,21,13,14.6,4.9,0.1,100.0,0.1,100.0,0.0,0.0,4.3,80.5,0.1,66.7,0.2,37.5,77.6
108,DeMar DeRozan,CHI,52,24,28,36.3,25.3,9.7,58.7,2.2,37.1,10.0,47.4,0.4,45.0,2.2,63.8,0.9,43.2,52.1
109,Dean Wade,CLE,31,22,9,21.7,5.5,0.7,33.3,3.5,38.3,0.2,28.6,0.6,90.0,0.0,0.0,0.1,100.0,58.3
110,Deandre Ayton,PHX,51,24,27,30.2,18.7,0.2,30.8,3.4,43.3,1.2,46.0,11.7,64.6,3.3,53.6,4.5,58.2,59.8
111,Dejounte Murray,ATL,54,27,27,36.5,20.7,6.6,46.9,4.3,36.1,8.4,46.0,0.9,58.8,0.1,33.3,0.2,35.3,51.9
112,Delon Wright,WAS,29,19,10,22.5,6.2,2.1,40.7,1.0,22.7,1.6,45.0,0.4,62.5,0.0,0.0,0.2,100.0,50.7
113,Deni Avdija,WAS,56,27,29,26.3,9.1,2.7,53.8,2.4,30.9,0.3,18.4,1.6,46.7,0.0,100.0,0.5,61.9,49.4
114,Dennis Schroder,LAL,46,23,23,30.0,12.1,4.8,45.8,3.3,37.1,2.4,41.9,0.1,42.9,0.0,0.0,0.1,50.0,48.5
115,Dennis Smith Jr.,CHA,38,11,27,25.0,8.4,3.7,48.8,1.2,26.2,1.2,27.2,0.9,66.7,0.1,100.0,0.3,62.5,45.2
116,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Dereon Seabron,NOP,5,2,3,2.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,100.0,0.0,0.0,0.0,0.0,40.0
118,Derrick Jones Jr.,CHI,45,17,28,15.1,5.2,0.4,66.7,1.2,34.6,0.0,50.0,2.2,57.1,0.0,100.0,0.6,55.6,55.1
119,Derrick Rose,NYK,26,11,15,12.9,5.8,2.4,43.8,1.0,24.3,2.2,42.9,0.4,55.6,0.0,0.0,0.2,40.0,45.5
120,Derrick White,BOS,59,42,17,27.7,11.8,3.3,52.0,4.5,39.1,1.7,42.4,0.7,55.2,0.0,0.0,0.3,46.2,55.1
121,Desmond Bane,MEM,35,22,13,31.2,21.5,5.4,46.2,4.8,42.5,6.3,43.8,0.9,60.9,0.0,0.0,0.9,61.9,55.9
122,Devin Booker,PHX,33,21,12,33.9,26.6,8.5,52.5,3.3,43.6,11.1,42.8,1.3,63.3,0.9,70.6,0.7,58.8,53.1
123,Devin Vassell,SAS,29,8,21,31.3,19.4,3.9,40.4,7.8,45.9,5.7,39.7,0.6,58.3,0.0,0.0,0.8,64.3,53.3
124,Devon Dotson,WAS,6,1,5,8.9,0.5,0.0,0.0,0.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
125,Devonte' Graham,SAS,57,27,30,16.2,6.0,0.7,32.3,2.7,35.2,1.8,35.8,0.1,100.0,0.0,0.0,0.1,100.0,50.2
126,Dewayne Dedmon,PHI,30,17,13,11.7,5.7,0.4,100.0,1.1,30.0,0.5,63.6,2.6,57.9,0.3,36.4,1.5,63.0,53.9
127,Dillon Brooks,MEM,52,32,20,30.5,14.8,4.8,44.6,4.0,33.0,4.1,34.4,0.8,59.4,0.2,60.0,0.3,53.8,45.4
128,Domantas Sabonis,SAC,55,31,24,34.6,18.8,2.2,63.6,2.5,43.9,0.3,46.7,8.4,67.5,2.2,61.0,5.1,67.3,62.9
129,Dominick Barlow,SAS,10,0,10,9.5,3.5,0.2,100.0,0.4,33.3,0.2,100.0,2.0,54.5,0.0,0.0,0.6,75.0,52.0
130,Donovan Mitchell,CLE,50,33,17,35.5,27.3,9.1,60.3,4.1,37.4,10.7,43.7,1.0,66.7,0.0,0.0,0.9,73.9,57.2
131,Donte DiVincenzo,GSW,47,26,21,25.2,8.7,0.9,43.2,5.6,44.7,0.7,27.3,0.8,60.0,0.0,0.0,0.2,66.7,57.8
132,Dorian Finney-Smith,BKN,44,21,23,32.0,8.9,1.0,35.7,5.3,35.5,0.3,22.2,1.5,74.4,0.0,0.0,0.3,100.0,53.0
133,Doug McDermott,SAS,50,14,36,20.4,9.9,1.5,40.5,4.7,40.7,1.8,43.4,0.8,64.5,0.0,100.0,0.3,70.0,57.5
134,Draymond Green,GSW,51,27,24,31.7,8.2,1.2,56.5,2.0,32.7,0.1,42.9,1.6,50.8,0.1,50.0,1.3,67.4,57.3
135,Drew Eubanks,POR,56,26,30,19.5,5.9,0.4,69.2,0.4,47.6,0.2,50.0,3.4,73.7,0.2,55.6,1.3,64.0,68.9
136,Dru Smith,BKN,8,4,4,12.1,2.8,1.3,55.6,0.8,25.0,0.5,33.3,0.3,100.0,0.0,0.0,0.3,100.0,47.8
137,Duane Washington Jr.,PHX,31,17,14,12.7,7.9,2.6,38.8,2.1,31.4,3.4,39.3,0.0,0.0,0.0,0.0,0.0,0.0,44.5
138,Duncan Robinson,MIA,29,14,15,18.1,6.9,0.8,57.9,3.6,32.4,1.9,37.7,0.4,57.1,0.0,0.0,0.2,66.7,49.7
139,Dwight Powell,DAL,55,30,25,19.7,6.8,0.2,50.0,0.0,0.0,0.0,50.0,5.5,75.8,0.1,66.7,0.9,64.3,72.7
140,Dyson Daniels,NOP,39,21,18,19.9,4.5,1.2,42.0,1.3,33.3,0.4,30.0,0.7,72.2,0.0,0.0,0.1,100.0,51.0
141,Edmond Sumner,BKN,46,28,18,14.5,7.4,2.4,41.6,1.6,35.7,0.7,40.0,0.7,76.5,0.0,0.0,0.2,80.0,51.6
142,Eric Gordon,LAC,49,14,35,29.9,13.0,5.5,50.3,3.7,33.3,1.9,33.7,0.4,71.4,0.0,100.0,0.1,33.3,52.5
143,Eugene Omoruyi,OKC,23,9,14,11.8,4.9,0.5,44.4,1.1,29.0,0.0,0.0,2.0,57.1,0.0,0.0,0.2,33.3,51.1
144,Evan Fournier,NYK,23,13,10,18.0,6.8,1.2,35.5,2.7,35.6,2.4,31.9,0.2,66.7,0.0,0.0,0.0,0.0,46.0
145,Evan Mobley,CLE,59,36,23,34.2,15.7,2.1,42.9,1.1,24.1,1.2,40.9,7.8,72.0,1.2,38.7,2.6,60.0,56.2
146,Facundo Campazzo,DAL,8,2,6,6.5,1.3,0.0,0.0,0.8,33.3,0.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6
147,Frank Kaminsky,HOU,28,11,17,7.0,2.7,0.3,50.0,1.3,44.4,0.1,33.3,0.6,53.8,0.1,100.0,0.1,100.0,63.0
148,Frank Ntilikina,DAL,36,17,19,12.0,2.5,0.7,40.9,1.0,26.5,0.5,42.1,0.1,33.3,0.0,0.0,0.0,0.0,40.7
149,Franz Wagner,ORL,58,23,35,33.2,18.9,7.7,49.1,3.5,43.6,2.6,32.3,1.9,62.0,0.2,28.6,0.5,40.9,54.2
150,Fred VanVleet,TOR,50,24,26,36.9,19.7,5.1,42.4,4.5,34.9,7.4,37.8,0.2,66.7,0.0,0.0,0.1,100.0,48.6
151,Furkan Korkmaz,PHI,25,17,8,10.2,3.8,1.2,45.8,1.1,33.3,0.8,38.1,0.5,80.0,0.0,0.0,0.2,50.0,48.7
152,Gabe Vincent,MIA,45,25,20,26.3,10.0,2.6,46.7,3.6,34.4,3.2,40.0,0.4,75.0,0.0,100.0,0.1,100.0,50.1
153,Garrett Temple,NOP,18,11,7,7.2,2.3,0.2,33.3,1.3,44.4,0.2,14.3,0.1,50.0,0.0,0.0,0.0,0.0,55.7
154,Garrison Mathews,ATL,46,12,34,13.2,4.7,0.2,14.3,3.0,35.1,0.5,32.0,0.2,75.0,0.0,0.0,0.0,0.0,51.5
155,Gary Harris,ORL,30,12,18,24.5,8.7,1.3,47.2,4.7,48.0,1.1,36.4,0.5,70.0,0.0,0.0,0.1,50.0,63.4
156,Gary Payton II,GSW,15,8,7,17.0,4.1,0.0,0.0,1.8,52.9,0.0,0.0,1.3,62.5,0.1,100.0,0.1,25.0,69.5
157,Gary Trent Jr.,TOR,50,23,27,33.6,18.6,3.9,51.3,5.9,38.7,5.3,39.2,0.7,68.2,0.0,0.0,0.5,73.3,53.2
158,George Hill,IND,36,24,12,18.8,4.9,1.1,58.6,1.7,36.8,0.9,40.0,0.3,55.6,0.0,0.0,0.1,100.0,53.4
159,Georges Niang,PHI,55,37,18,19.8,8.8,1.4,55.7,6.2,42.3,0.4,32.1,0.5,78.6,0.0,0.0,0.0,0.0,60.4
160,Giannis Antetokounmpo,MIL,47,35,12,33.1,31.8,11.4,60.2,1.5,30.2,3.7,31.8,5.6,79.9,2.2,44.0,2.4,51.9,55.8
161,Goga Bitadze,ORL,21,8,13,9.6,3.3,0.0,0.0,0.5,25.0,0.1,100.0,1.9,59.3,0.1,33.3,0.4,60.0,55.8
162,Goran Dragic,CHI,50,22,28,15.5,6.5,1.7,43.5,2.3,41.5,1.8,35.3,0.2,80.0,0.1,0.0,0.1,75.0,50.2
163,Gordon Hayward,CHA,34,12,22,31.2,13.9,3.9,48.1,3.3,36.2,3.7,41.4,1.7,62.5,0.2,50.0,1.0,70.0,50.8
164,Gorgui Dieng,SAS,19,2,17,10.2,3.4,0.3,66.7,1.9,36.1,0.4,23.1,0.9,72.7,0.0,0.0,0.1,33.3,50.0
165,Grant Williams,BOS,58,42,16,27.9,8.7,1.6,52.1,3.6,39.8,1.3,40.9,1.2,58.7,0.0,20.0,0.2,50.0,58.6
166,Grayson Allen,MIL,54,39,15,27.6,10.5,2.8,45.7,4.8,42.9,1.4,32.5,0.4,78.6,0.0,0.0,0.2,83.3,57.3
167,Greg Brown III,POR,16,10,6,5.8,1.8,0.7,50.0,0.2,14.3,0.0,0.0,0.3,50.0,0.0,0.0,0.1,100.0,41.1
168,Hamidou Diallo,DET,49,12,37,16.7,8.5,2.2,43.5,0.4,34.8,1.0,43.6,2.4,73.1,0.0,0.0,1.3,77.1,58.9
169,Harrison Barnes,SAC,57,32,25,32.6,14.9,4.8,45.3,4.3,37.7,1.2,38.9,2.1,76.1,0.7,78.6,0.6,76.9,55.7
