,PLAYER,TEAM,GP,W,L,MIN,Touches,Post Ups,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
10,Aleksej Pokusevski,OKC,31,15,16,21.9,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Alex Caruso,CHI,48,19,29,24.3,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Alex Len,SAC,13,8,5,3.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Alize Johnson,SAS,4,1,3,7.4,11.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,53,10,43,28.3,53.8,4.2,0.9,1.7,56.8,0.4,0.6,70.0,2.3,53.8,1.6,38.2,0.4,9.3,0.2,5.8,0.3,6.7
16,Amir Coffey,LAC,40,21,19,14.3,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,46,19,27,12.9,18.4,0.4,0.1,0.2,55.6,0.0,0.0,50.0,0.2,55.0,0.2,40.0,0.0,5.0,0.0,5.0,0.0,5.0
18,Andre Iguodala,GSW,2,0,2,12.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,53,23,30,27.1,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,1.7,0.4,0.8,59.3,0.1,0.2,66.7,1.0,58.1,0.8,43.5,0.2,12.9,0.0,1.6,0.1,4.8
21,Anfernee Simons,POR,56,27,29,35.5,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Anthony Davis,LAL,35,16,19,33.4,67.9,5.5,1.4,2.9,49.5,1.1,1.3,82.6,4.0,72.8,1.3,23.6,0.3,5.2,0.3,5.2,0.7,12.0
23,Anthony Edwards,MIN,61,31,30,36.2,73.0,0.6,0.2,0.3,52.6,0.0,0.1,50.0,0.4,70.3,0.2,29.7,0.1,10.8,0.0,5.4,0.0,8.1
24,Anthony Gill,WAS,41,17,24,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Anthony Lamb,GSW,42,22,20,19.3,32.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,93.8,0.1,18.8,0.0,0.0,0.0,0.0
26,Austin Reaves,LAL,41,19,22,27.9,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Austin Rivers,MIN,46,23,23,20.8,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,56,25,31,28.5,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Bam Adebayo,MIA,54,29,25,35.3,65.0,2.7,0.7,1.3,51.4,0.4,0.4,82.6,1.7,62.8,0.8,30.4,0.2,6.8,0.2,8.1,0.2,8.1
30,Ben Simmons,BKN,42,24,18,26.3,61.4,1.1,0.2,0.5,50.0,0.0,0.0,0.0,0.5,44.4,0.5,48.9,0.2,22.2,0.0,2.2,0.0,2.2
31,Bennedict Mathurin,IND,60,26,34,28.2,42.3,0.1,0.0,0.1,0.0,0.0,0.0,100.0,0.0,33.3,0.0,16.7,0.0,0.0,0.0,0.0,0.0,16.7
32,Bismack Biyombo,PHX,46,25,21,14.0,23.1,0.9,0.1,0.4,31.6,0.0,0.1,16.7,0.3,32.5,0.2,22.5,0.0,0.0,0.1,12.5,0.1,7.5
33,Blake Griffin,BOS,26,17,9,14.4,21.0,0.5,0.1,0.2,60.0,0.0,0.1,50.0,0.3,57.1,0.2,35.7,0.0,0.0,0.0,7.1,0.0,7.1
34,Blake Wesley,SAS,14,2,12,13.5,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Boban Marjanovic,HOU,19,1,18,4.4,5.7,1.2,0.5,0.9,55.6,0.0,0.0,0.0,1.3,109.1,0.2,13.6,0.0,0.0,0.0,0.0,0.0,0.0
36,Bobby Portis,MIL,47,30,17,26.8,52.6,3.2,1.0,1.9,52.8,0.1,0.2,75.0,2.1,66.4,0.9,28.3,0.1,4.6,0.1,3.9,0.1,2.6
37,Bogdan Bogdanovic,ATL,34,16,18,29.8,43.0,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,50.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Bojan Bogdanovic,DET,55,15,40,32.0,46.8,1.0,0.2,0.5,36.0,0.2,0.2,100.0,0.5,51.8,0.3,25.0,0.0,0.0,0.1,12.5,0.1,8.9
39,Bol Bol,ORL,54,21,33,23.2,24.9,0.2,0.0,0.1,40.0,0.0,0.0,100.0,0.1,60.0,0.1,30.0,0.0,20.0,0.0,0.0,0.0,10.0
40,Bones Hyland,LAC,44,30,14,19.4,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Bradley Beal,WAS,36,20,16,32.9,66.6,0.7,0.1,0.3,40.0,0.0,0.0,0.0,0.2,32.0,0.2,32.0,0.0,4.0,0.1,16.0,0.0,0.0
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.1,0.0,0.1,33.3,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Brandon Clarke,MEM,51,29,22,20.0,29.3,0.2,0.0,0.1,25.0,0.0,0.0,100.0,0.1,50.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,12.5
44,Brandon Ingram,NOP,24,12,12,32.2,64.6,1.6,0.5,1.0,48.0,0.1,0.1,100.0,1.1,71.1,0.4,23.7,0.0,0.0,0.0,0.0,0.0,2.6
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,57,40,17,30.3,33.9,1.9,0.7,1.1,63.1,0.4,0.4,83.3,1.9,99.1,0.2,12.0,0.1,2.8,0.2,8.3,0.2,11.1
47,Bruce Brown,DEN,58,41,17,28.8,53.1,0.1,0.0,0.0,100.0,0.0,0.0,100.0,0.1,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,25.0
48,Bruno Fernando,ATL,32,9,23,11.5,20.6,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,66.7,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,26,8,18,14.7,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,60,26,34,32.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,CJ McCollum,NOP,52,26,26,35.0,75.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.4,0.1,0.1,100.0,0.0,0.0,0.0,0.3,60.0,0.3,60.0,0.0,0.0,0.1,20.0,0.0,0.0
55,Caleb Houstan,ORL,34,12,22,16.1,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Caleb Martin,MIA,49,26,23,30.3,39.6,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
57,Cam Reddish,POR,23,10,13,22.1,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Cam Thomas,BKN,41,25,16,16.6,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Cameron Johnson,BKN,20,14,6,25.9,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Cameron Payne,PHX,28,15,13,24.0,57.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,55,33,22,30.4,49.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,33.3,0.0,0.0
62,Carlik Jones,CHI,1,0,1,21.7,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedi Osman,CLE,58,37,21,21.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Charles Bassey,SAS,26,5,21,13.6,22.9,0.4,0.1,0.2,50.0,0.1,0.2,75.0,0.3,70.0,0.1,20.0,0.0,0.0,0.1,20.0,0.1,20.0
65,Chima Moneke,SAC,2,1,1,4.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,44,25,19,10.8,16.0,0.3,0.1,0.2,50.0,0.0,0.0,0.0,0.2,69.2,0.1,23.1,0.0,0.0,0.0,15.4,0.0,0.0
67,Chris Boucher,TOR,53,26,27,20.8,24.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0
68,Chris Duarte,IND,36,14,22,19.3,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Chris Paul,PHX,39,20,19,32.0,75.8,0.3,0.0,0.1,33.3,0.1,0.1,100.0,0.1,40.0,0.1,50.0,0.0,0.0,0.0,10.0,0.0,10.0
70,Chris Silva,DAL,1,1,0,3.0,4.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,54,38,16,15.5,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Christian Koloko,TOR,45,21,24,14.6,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Christian Wood,DAL,48,26,22,27.7,48.9,2.3,0.7,1.1,60.0,0.3,0.3,75.0,1.6,71.6,0.6,24.8,0.1,4.6,0.3,12.8,0.2,7.3
74,Chuma Okeke,ORL,19,5,14,21.3,25.0,0.1,0.0,0.0,0.0,0.1,0.1,50.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0
75,Clint Capela,ATL,43,23,20,26.9,37.0,0.5,0.1,0.3,33.3,0.0,0.1,33.3,0.3,54.5,0.1,18.2,0.0,4.5,0.0,0.0,0.1,13.6
76,Coby White,CHI,50,22,28,22.4,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Cody Martin,CHA,7,2,5,19.1,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Cole Anthony,ORL,39,18,21,25.0,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Cole Swider,LAL,6,1,5,6.7,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Collin Sexton,UTA,47,24,23,24.0,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Corey Kispert,WAS,50,24,26,27.2,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Cory Joseph,DET,40,10,30,15.8,33.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
83,D'Angelo Russell,LAL,57,29,28,32.8,82.6,0.2,0.0,0.1,40.0,0.0,0.0,100.0,0.1,66.7,0.1,33.3,0.0,11.1,0.0,0.0,0.0,11.1
84,Daishen Nix,HOU,41,11,30,15.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Dalano Banton,TOR,26,14,12,9.5,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Dalen Terry,CHI,22,10,12,5.2,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Damian Jones,UTA,23,6,17,8.0,9.4,0.1,0.0,0.0,0.0,0.1,0.1,100.0,0.1,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0
88,Damian Lillard,POR,46,23,23,36.2,88.1,0.2,0.0,0.1,50.0,0.1,0.1,75.0,0.2,100.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,28.6
89,Damion Lee,PHX,60,32,28,22.1,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Daniel Gafford,WAS,56,26,30,18.7,26.4,0.4,0.1,0.2,50.0,0.1,0.1,50.0,0.3,73.9,0.1,26.1,0.0,4.3,0.0,8.7,0.1,13.0
91,Daniel Theis,IND,6,1,5,15.5,23.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Danny Green,CLE,4,1,3,13.8,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Danuel House Jr.,PHI,37,24,13,14.8,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Dario Saric,OKC,38,18,20,14.4,22.6,0.7,0.2,0.4,46.7,0.1,0.1,100.0,0.5,76.9,0.1,15.4,0.0,3.8,0.1,11.5,0.1,7.7
95,Darius Bazley,PHX,36,16,20,15.4,23.9,0.2,0.0,0.1,0.0,0.1,0.1,75.0,0.1,42.9,0.1,28.6,0.0,0.0,0.0,0.0,0.1,28.6
96,Darius Days,HOU,3,0,3,7.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Darius Garland,CLE,51,28,23,35.2,77.9,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,David Duke Jr.,BKN,16,7,9,8.8,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,David Roddy,MEM,46,29,17,17.8,19.9,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
100,Davion Mitchell,SAC,56,31,25,17.8,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Davis Bertans,DAL,34,17,17,10.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Davon Reed,LAL,37,24,13,8.8,16.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0
103,Day'Ron Sharpe,BKN,32,16,16,10.2,16.4,0.4,0.0,0.3,12.5,0.0,0.1,50.0,0.1,25.0,0.1,25.0,0.0,0.0,0.0,0.0,0.0,8.3
104,De'Aaron Fox,SAC,52,31,21,34.0,79.6,0.1,0.0,0.1,66.7,0.0,0.0,0.0,0.1,66.7,0.0,33.3,0.0,16.7,0.0,0.0,0.0,0.0
105,De'Andre Hunter,ATL,49,27,22,32.0,38.7,0.4,0.2,0.2,66.7,0.1,0.2,75.0,0.5,109.5,0.1,14.3,0.0,0.0,0.0,4.8,0.1,19.0
106,De'Anthony Melton,PHI,54,36,18,28.5,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,DeAndre Jordan,DEN,34,21,13,14.6,19.1,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,57.1,0.1,42.9,0.0,14.3,0.0,14.3,0.0,0.0
108,DeMar DeRozan,CHI,52,24,28,36.3,61.1,2.6,0.8,1.3,63.8,0.3,0.4,89.5,2.2,83.1,1.0,39.0,0.2,6.6,0.1,2.2,0.2,7.4
109,Dean Wade,CLE,31,22,9,21.7,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Deandre Ayton,PHX,51,24,27,30.2,53.5,4.5,1.5,2.7,53.6,0.3,0.4,85.0,3.3,72.7,1.1,25.1,0.3,5.6,0.2,4.8,0.2,4.3
111,Dejounte Murray,ATL,54,27,27,36.5,72.8,0.1,0.0,0.1,33.3,0.0,0.0,50.0,0.1,42.9,0.1,42.9,0.0,0.0,0.0,0.0,0.0,14.3
112,Delon Wright,WAS,29,19,10,22.5,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Deni Avdija,WAS,56,27,29,26.3,43.6,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.1,80.0,0.0,20.0,0.0,0.0,0.0,0.0
114,Dennis Schroder,LAL,46,23,23,30.0,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Dennis Smith Jr.,CHA,38,11,27,25.0,50.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Dereon Seabron,NOP,5,2,3,2.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Derrick Jones Jr.,CHI,45,17,28,15.1,20.0,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.7,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick Rose,NYK,26,11,15,12.9,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Derrick White,BOS,59,42,17,27.7,46.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Desmond Bane,MEM,35,22,13,31.2,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Devin Booker,PHX,33,21,12,33.9,62.9,1.0,0.4,0.5,70.6,0.2,0.2,100.0,0.9,93.9,0.3,27.3,0.0,3.0,0.0,3.0,0.1,9.1
123,Devin Vassell,SAS,29,8,21,31.3,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Devon Dotson,WAS,6,1,5,8.9,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Devonte' Graham,SAS,57,27,30,16.2,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Dewayne Dedmon,PHI,30,17,13,11.7,19.7,0.5,0.1,0.4,36.4,0.1,0.1,100.0,0.3,71.4,0.0,7.1,0.0,0.0,0.0,7.1,0.0,7.1
127,Dillon Brooks,MEM,52,32,20,30.5,42.4,0.2,0.1,0.1,60.0,0.0,0.0,100.0,0.2,66.7,0.1,41.7,0.1,25.0,0.0,8.3,0.0,8.3
128,Domantas Sabonis,SAC,55,31,24,34.6,82.8,4.6,0.9,1.5,61.0,0.4,0.6,77.4,2.2,48.6,2.3,50.2,0.7,14.7,0.3,6.4,0.3,6.0
129,Dominick Barlow,SAS,10,0,10,9.5,12.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Donovan Mitchell,CLE,50,33,17,35.5,69.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Donte DiVincenzo,GSW,47,26,21,25.2,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Dorian Finney-Smith,BKN,44,21,23,32.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Doug McDermott,SAS,50,14,36,20.4,28.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Draymond Green,GSW,51,27,24,31.7,73.5,1.0,0.1,0.1,50.0,0.0,0.0,0.0,0.1,11.3,0.9,83.0,0.2,20.8,0.0,1.9,0.0,0.0
135,Drew Eubanks,POR,56,26,30,19.5,25.8,0.3,0.1,0.2,55.6,0.0,0.0,0.0,0.2,52.6,0.1,42.1,0.1,15.8,0.0,0.0,0.0,0.0
136,Dru Smith,BKN,8,4,4,12.1,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Duane Washington Jr.,PHX,31,17,14,12.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Duncan Robinson,MIA,29,14,15,18.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Dwight Powell,DAL,55,30,25,19.7,24.7,0.1,0.0,0.1,66.7,0.0,0.0,100.0,0.1,85.7,0.0,28.6,0.0,0.0,0.0,0.0,0.0,14.3
140,Dyson Daniels,NOP,39,21,18,19.9,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Edmond Sumner,BKN,46,28,18,14.5,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Eric Gordon,LAC,49,14,35,29.9,41.6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
