,PLAYER,TEAM,GP,W,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
46,Brook Lopez,MIL,56,39,17,30.3,0.8,0.3,0.5,60.0,0.1,0.1,83.3,0.8,93.5,0.1,13.0,0.0,4.3,0.1,15.2,0.1,6.5
47,Bruce Brown,DEN,57,40,17,28.8,6.0,1.2,2.6,43.7,0.3,0.5,73.1,2.7,45.7,2.6,42.8,0.7,11.4,0.5,7.9,0.2,3.8
48,Bruno Fernando,ATL,31,9,22,11.7,0.4,0.0,0.2,16.7,0.1,0.1,50.0,0.1,30.8,0.1,23.1,0.1,15.4,0.0,7.7,0.1,15.4
49,Bryce McGowens,CHA,25,7,18,14.3,2.3,0.4,1.2,32.3,0.3,0.3,87.5,1.2,53.4,0.7,29.3,0.3,12.1,0.2,10.3,0.2,6.9
50,Bryn Forbes,MIN,25,9,16,10.7,1.5,0.3,0.8,38.1,0.3,0.3,100.0,1.0,68.4,0.4,26.3,0.0,2.6,0.1,5.3,0.2,10.5
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,59,25,34,32.1,6.2,1.1,2.4,45.0,0.3,0.3,88.9,2.4,39.0,3.0,48.8,0.5,8.7,0.4,6.8,0.2,2.5
53,CJ McCollum,NOP,51,26,25,35.0,12.5,2.7,5.5,49.1,1.0,1.2,81.7,6.5,52.1,5.2,41.3,1.5,12.2,0.8,6.6,0.6,4.7
54,Cade Cunningham,DET,12,3,9,33.3,16.6,3.8,8.0,46.9,2.2,2.5,86.7,9.8,59.3,5.5,33.2,1.5,9.0,1.3,7.5,1.3,7.5
55,Caleb Houstan,ORL,34,12,22,16.1,0.3,0.1,0.1,50.0,0.0,0.0,0.0,0.1,40.0,0.2,60.0,0.1,20.0,0.0,0.0,0.0,0.0
56,Caleb Martin,MIA,48,26,22,30.3,3.1,0.6,1.3,46.0,0.3,0.4,80.0,1.6,50.3,1.2,38.4,0.3,8.6,0.3,10.6,0.2,6.6
57,Cam Reddish,POR,23,10,13,22.1,3.8,1.1,2.2,50.0,0.3,0.3,75.0,2.6,67.0,1.2,30.7,0.0,1.1,0.2,4.5,0.2,4.5
58,Cam Thomas,BKN,40,24,16,16.4,7.1,1.6,3.5,46.8,1.1,1.3,84.6,4.6,63.9,2.5,34.4,0.5,7.4,0.5,6.3,0.7,9.1
59,Cameron Johnson,BKN,19,13,6,25.5,2.8,0.7,1.3,56.0,0.3,0.3,83.3,1.9,67.9,1.0,35.8,0.3,9.4,0.2,7.5,0.2,5.7
60,Cameron Payne,PHX,28,15,13,24.0,8.6,2.0,4.7,43.2,0.8,1.1,70.0,4.9,57.1,2.9,33.3,0.9,10.0,0.4,5.0,0.5,6.3
61,Caris LeVert,CLE,54,33,21,30.5,10.3,1.9,4.4,43.3,0.9,1.2,74.6,4.8,46.7,4.4,43.1,1.5,14.2,0.6,5.4,0.6,5.6
62,Cedi Osman,CLE,58,37,21,21.0,2.8,0.5,1.2,44.3,0.3,0.4,66.7,1.4,49.4,1.1,39.6,0.3,10.4,0.2,6.7,0.2,7.3
63,Charles Bassey,SAS,25,5,20,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
64,Chima Moneke,SAC,2,1,1,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0
65,Chimezie Metu,SAC,44,25,19,10.8,0.6,0.1,0.2,37.5,0.0,0.0,50.0,0.2,28.0,0.2,36.0,0.0,4.0,0.1,16.0,0.0,4.0
66,Chris Boucher,TOR,53,26,27,20.8,0.7,0.1,0.4,36.8,0.2,0.2,91.7,0.5,70.3,0.2,29.7,0.1,8.1,0.0,2.7,0.1,16.2
67,Chris Duarte,IND,35,13,22,19.2,4.1,0.7,1.5,46.3,0.8,0.9,84.4,2.2,53.8,1.7,41.4,0.6,14.5,0.3,6.9,0.5,11.0
68,Chris Paul,PHX,38,20,18,31.9,9.7,2.0,3.9,51.4,0.4,0.5,77.8,4.4,45.1,4.9,50.8,1.3,13.9,0.4,4.6,0.2,2.4
69,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Christian Braun,DEN,53,37,16,15.2,1.8,0.4,0.8,46.5,0.2,0.3,64.3,0.9,52.1,0.7,39.4,0.2,10.6,0.1,7.4,0.1,7.4
71,Christian Koloko,TOR,45,21,24,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Christian Wood,DAL,47,26,21,27.8,3.6,1.1,2.0,57.6,0.7,0.9,81.0,3.1,86.5,0.8,22.9,0.2,6.5,0.2,6.5,0.4,12.4
73,Chuma Okeke,ORL,19,5,14,21.3,2.2,0.3,0.7,38.5,0.3,0.3,100.0,0.9,41.5,1.2,56.1,0.3,12.2,0.1,4.9,0.2,7.3
74,Clint Capela,ATL,42,23,19,26.9,0.2,0.0,0.2,28.6,0.0,0.0,50.0,0.1,55.6,0.0,11.1,0.0,0.0,0.0,0.0,0.0,11.1
75,Coby White,CHI,48,22,26,21.8,4.5,0.7,1.5,47.9,0.3,0.4,83.3,1.8,39.1,2.4,54.4,0.5,12.1,0.2,4.7,0.2,4.2
76,Cody Martin,CHA,7,2,5,19.1,3.6,0.7,1.6,45.5,0.1,0.1,100.0,1.9,52.0,1.7,48.0,0.4,12.0,0.3,8.0,0.1,4.0
77,Cole Anthony,ORL,39,18,21,25.0,7.9,1.8,3.5,52.6,1.3,1.4,92.5,5.1,64.2,3.1,39.0,0.8,10.3,0.5,6.1,0.7,8.7
78,Cole Swider,LAL,6,1,5,6.7,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Collin Sexton,UTA,46,24,22,24.5,9.7,2.5,4.6,53.6,1.9,2.3,81.3,7.1,73.0,2.9,29.5,0.8,8.5,0.7,6.9,1.2,12.1
80,Corey Kispert,WAS,49,23,26,27.1,1.7,0.4,0.8,52.5,0.3,0.3,86.7,1.1,65.9,0.6,35.3,0.2,10.6,0.1,5.9,0.1,8.2
81,Cory Joseph,DET,39,10,29,15.8,3.9,0.6,1.3,46.2,0.4,0.5,77.8,1.6,40.9,2.0,50.6,0.7,18.8,0.3,7.1,0.2,5.8
82,D'Angelo Russell,LAL,56,28,28,32.9,7.1,1.6,2.9,53.7,1.1,1.4,80.8,4.4,61.7,2.8,39.6,0.8,11.0,0.5,7.0,0.7,9.8
83,Daishen Nix,HOU,41,11,30,15.5,3.7,0.3,0.9,38.9,0.3,0.4,77.8,1.0,28.1,2.2,58.2,0.3,7.2,0.4,9.8,0.2,5.9
84,Dalano Banton,TOR,26,14,12,9.5,1.9,0.2,0.7,22.2,0.2,0.2,83.3,0.5,26.5,0.9,46.9,0.1,6.1,0.1,6.1,0.1,6.1
85,Dalen Terry,CHI,20,10,10,3.6,0.6,0.2,0.4,42.9,0.2,0.2,75.0,0.5,75.0,0.1,16.7,0.0,0.0,0.1,8.3,0.1,16.7
86,Damian Jones,UTA,22,6,16,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,33.3,0.0,0.0,0.0,0.0
87,Damian Lillard,POR,46,23,23,36.2,15.7,3.7,6.4,57.8,3.1,3.4,92.3,10.9,69.4,6.2,39.3,1.6,10.3,1.0,6.5,1.7,10.7
88,Damion Lee,PHX,59,32,27,22.3,4.2,0.8,1.7,44.1,0.3,0.4,86.4,1.9,44.0,1.9,44.0,0.4,8.8,0.3,6.8,0.2,4.4
89,Daniel Gafford,WAS,55,25,30,18.7,0.4,0.2,0.2,83.3,0.1,0.2,80.0,0.5,126.1,0.0,8.7,0.0,0.0,0.0,8.7,0.1,21.7
90,Daniel Theis,IND,6,1,5,15.5,0.8,0.3,0.3,100.0,0.0,0.3,0.0,0.7,80.0,0.2,20.0,0.0,0.0,0.2,20.0,0.2,20.0
91,Danny Green,MEM,3,1,2,14.5,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0
92,Danuel House Jr.,PHI,37,24,13,14.8,1.6,0.3,0.5,57.9,0.2,0.2,100.0,0.8,47.5,0.9,55.9,0.2,11.9,0.1,3.4,0.1,5.1
93,Dario Saric,OKC,37,17,20,14.4,2.0,0.3,0.9,30.3,0.2,0.3,75.0,0.9,43.8,0.6,31.5,0.3,13.7,0.2,11.0,0.2,8.2
94,Darius Bazley,PHX,36,16,20,15.4,2.3,0.4,0.9,39.4,0.5,1.0,52.8,1.3,56.8,0.5,23.5,0.1,3.7,0.2,8.6,0.5,22.2
95,Darius Days,HOU,2,0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Darius Garland,CLE,50,28,22,35.0,17.3,3.3,6.5,50.6,1.9,2.1,86.9,8.7,50.1,8.0,46.4,2.7,15.7,1.1,6.5,1.1,6.2
97,David Duke Jr.,BKN,16,7,9,8.8,3.1,0.8,1.6,52.0,0.1,0.1,50.0,1.7,54.0,1.1,36.0,0.3,10.0,0.3,10.0,0.1,2.0
98,David Roddy,MEM,46,29,17,17.8,2.2,0.6,1.3,46.8,0.2,0.3,66.7,1.5,67.3,0.5,20.8,0.1,5.0,0.2,9.9,0.2,6.9
99,Davion Mitchell,SAC,56,31,25,17.8,4.9,0.8,1.5,53.0,0.1,0.1,71.4,1.7,34.9,2.9,58.8,0.5,11.0,0.4,7.4,0.1,1.5
100,Davis Bertans,DAL,34,17,17,10.6,0.4,0.1,0.1,66.7,0.0,0.0,0.0,0.1,35.7,0.3,71.4,0.1,21.4,0.0,0.0,0.0,0.0
101,Davon Reed,LAL,36,23,13,9.0,1.4,0.1,0.4,21.4,0.3,0.3,75.0,0.4,30.0,0.6,46.0,0.1,8.0,0.1,10.0,0.2,12.0
102,Day'Ron Sharpe,BKN,32,16,16,10.2,0.2,0.0,0.1,25.0,0.0,0.0,0.0,0.1,28.6,0.0,14.3,0.0,0.0,0.1,28.6,0.0,0.0
103,De'Aaron Fox,SAC,52,31,21,34.0,15.6,4.5,7.7,58.0,2.5,3.1,79.1,11.7,75.0,4.9,31.2,1.1,7.3,1.0,6.2,1.6,10.2
104,De'Andre Hunter,ATL,48,27,21,32.1,5.8,1.4,3.3,41.8,1.1,1.2,87.9,3.9,67.4,1.3,22.2,0.3,4.7,0.4,6.1,0.6,10.8
105,De'Anthony Melton,PHI,53,35,18,28.4,4.8,0.8,1.8,43.8,0.2,0.2,66.7,1.8,36.6,2.5,53.1,0.5,11.0,0.2,4.3,0.1,2.4
106,DeAndre Jordan,DEN,34,21,13,14.6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,DeMar DeRozan,CHI,52,24,28,36.3,11.9,3.4,5.8,58.7,2.4,2.7,88.6,9.7,81.3,3.8,32.3,0.9,7.4,0.6,4.7,1.3,11.1
108,Dean Wade,CLE,30,22,8,22.1,1.7,0.2,0.6,33.3,0.3,0.5,71.4,0.8,46.0,0.6,38.0,0.2,14.0,0.2,10.0,0.2,14.0
109,Deandre Ayton,PHX,50,24,26,30.2,0.5,0.1,0.3,30.8,0.0,0.1,33.3,0.2,43.5,0.0,8.7,0.0,4.3,0.1,21.7,0.1,13.0
110,Dejounte Murray,ATL,53,27,26,36.6,11.8,2.8,6.0,47.2,0.9,1.1,81.7,6.7,56.9,4.2,35.7,1.2,9.9,0.8,6.5,0.6,4.8
111,Delon Wright,WAS,28,18,10,22.3,5.1,0.8,1.8,41.2,0.5,0.5,100.0,2.1,40.8,2.5,49.3,0.7,14.1,0.4,7.0,0.3,4.9
112,Deni Avdija,WAS,55,26,29,26.3,4.3,1.0,1.9,54.4,0.6,0.9,67.3,2.7,64.1,1.5,36.3,0.4,10.3,0.2,5.1,0.5,10.7
113,Dennis Schroder,LAL,45,22,23,30.2,8.8,1.6,3.6,45.1,1.4,1.5,89.9,4.8,54.9,3.6,40.3,1.1,12.6,0.5,5.8,0.8,8.8
114,Dennis Smith Jr.,CHA,37,10,27,24.9,8.6,1.6,3.3,49.2,0.4,0.6,72.7,3.7,43.1,4.4,50.3,1.2,14.1,0.5,5.9,0.3,3.4
115,Deonte Burton,SAC,2,1,1,3.3,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dereon Seabron,NOP,4,2,2,1.9,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0
117,Derrick Jones Jr.,CHI,45,17,28,15.1,0.5,0.1,0.2,66.7,0.1,0.2,75.0,0.4,90.9,0.1,18.2,0.0,9.1,0.0,9.1,0.1,22.7
118,Derrick Rose,NYK,26,11,15,12.9,4.7,1.1,2.5,43.8,0.2,0.2,100.0,2.4,51.2,1.9,39.8,0.6,12.2,0.2,3.3,0.1,2.4
119,Derrick White,BOS,58,41,17,27.8,5.9,1.3,2.5,52.1,0.5,0.6,85.3,3.3,55.6,2.6,44.7,0.8,13.5,0.3,4.7,0.3,5.3
120,Desmond Bane,MEM,34,21,13,31.2,8.3,2.1,4.4,47.0,1.1,1.2,90.2,5.4,64.9,2.3,28.0,0.7,8.9,0.8,9.2,0.6,7.4
121,Devin Booker,PHX,32,21,11,33.8,12.4,3.2,6.1,52.1,2.0,2.3,85.1,8.5,68.6,4.2,33.7,1.2,9.8,0.7,5.5,1.2,9.3
122,Devin Vassell,SAS,29,8,21,31.3,9.1,1.4,3.6,40.4,0.9,1.1,81.3,3.9,42.8,4.3,47.3,1.0,11.4,0.4,4.5,0.6,6.1
123,Devon Dotson,WAS,6,1,5,8.9,3.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.3,73.7,0.7,21.1,0.2,5.3,0.0,0.0
124,Devonte' Graham,SAS,56,27,29,16.1,2.3,0.2,0.5,31.0,0.3,0.4,62.5,0.6,27.7,1.5,65.4,0.3,14.6,0.0,1.5,0.2,9.2
125,Dewayne Dedmon,PHI,30,17,13,11.7,0.3,0.2,0.2,100.0,0.1,0.1,75.0,0.4,162.5,0.0,12.5,0.0,0.0,0.0,0.0,0.1,25.0
126,Dillon Brooks,MEM,51,31,20,30.4,6.9,2.1,4.6,44.7,0.6,0.8,72.1,4.8,70.2,1.5,21.0,0.4,5.1,0.3,4.8,0.4,6.0
127,Domantas Sabonis,SAC,55,31,24,34.6,4.1,0.8,1.2,63.6,0.6,0.9,70.2,2.2,53.8,2.0,49.3,0.4,10.8,0.3,7.6,0.4,10.3
128,Dominick Barlow,SAS,9,0,9,9.9,0.1,0.1,0.1,100.0,0.0,0.0,0.0,0.2,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Donovan Mitchell,CLE,49,33,16,35.4,12.2,3.6,5.9,60.4,1.7,1.8,92.1,9.0,73.8,4.5,37.0,1.2,9.7,0.5,4.0,0.9,7.3
130,Donte DiVincenzo,GSW,47,26,21,25.2,3.7,0.3,0.8,43.2,0.2,0.3,75.0,0.9,24.4,2.4,65.7,0.6,16.3,0.3,7.0,0.1,3.5
131,Dorian Finney-Smith,BKN,43,20,23,32.2,3.0,0.3,1.0,36.6,0.3,0.3,78.6,1.0,32.6,1.6,51.9,0.3,11.6,0.3,8.5,0.2,5.4
132,Doug McDermott,SAS,49,14,35,20.4,2.8,0.6,1.5,41.1,0.2,0.3,78.6,1.5,53.2,0.9,33.1,0.2,6.5,0.2,6.5,0.1,5.0
133,Draymond Green,GSW,51,27,24,31.7,1.9,0.5,0.9,56.5,0.1,0.2,62.5,1.2,60.2,0.8,40.8,0.2,12.2,0.1,5.1,0.1,4.1
134,Drew Eubanks,POR,56,26,30,19.5,0.5,0.2,0.2,69.2,0.1,0.1,57.1,0.4,80.8,0.2,34.6,0.0,3.8,0.0,0.0,0.1,15.4
135,Dru Smith,BKN,8,4,4,12.1,2.1,0.6,1.1,55.6,0.0,0.0,0.0,1.3,58.8,1.0,47.1,0.4,17.6,0.0,0.0,0.0,0.0
136,Duane Washington Jr.,PHX,31,17,14,12.7,5.1,1.2,3.2,38.8,0.1,0.2,50.0,2.6,51.3,1.6,31.0,0.5,10.1,0.2,3.8,0.1,1.9
137,Duncan Robinson,MIA,28,14,14,17.9,2.3,0.4,0.7,57.9,0.0,0.0,0.0,0.8,34.4,1.4,62.5,0.3,14.1,0.2,7.8,0.0,0.0
138,Dwight Powell,DAL,54,30,24,19.7,0.2,0.1,0.1,50.0,0.0,0.0,100.0,0.2,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0
139,Dyson Daniels,NOP,39,21,18,19.9,3.3,0.5,1.3,42.0,0.1,0.1,75.0,1.2,35.7,1.7,51.2,0.5,14.0,0.2,6.2,0.1,1.6
140,Edmond Sumner,BKN,46,28,18,14.5,4.5,0.7,1.7,41.6,0.9,1.0,91.3,2.4,52.9,1.8,40.8,0.4,8.3,0.3,7.8,0.5,11.2
141,Eric Gordon,LAC,48,13,35,30.0,8.9,2.1,4.1,50.5,1.2,1.4,82.4,5.5,62.4,3.1,35.4,0.8,8.7,0.6,6.3,0.7,8.0
142,Eugene Omoruyi,OKC,22,8,14,12.0,0.9,0.2,0.4,50.0,0.1,0.3,50.0,0.5,55.0,0.2,20.0,0.0,0.0,0.2,20.0,0.1,15.0
143,Evan Fournier,NYK,23,13,10,18.0,2.8,0.5,1.3,35.5,0.3,0.3,100.0,1.2,43.1,1.1,40.0,0.4,15.4,0.1,4.6,0.1,4.6
144,Evan Mobley,CLE,58,36,22,34.1,3.8,0.9,2.0,42.7,0.3,0.5,67.9,2.1,55.0,1.0,26.6,0.4,10.4,0.4,11.7,0.2,6.3
145,Facundo Campazzo,DAL,8,2,6,6.5,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Frank Kaminsky,HOU,27,11,16,6.7,0.4,0.1,0.1,66.7,0.1,0.1,100.0,0.2,60.0,0.2,60.0,0.0,10.0,0.0,0.0,0.0,10.0
147,Frank Ntilikina,DAL,35,17,18,11.7,1.7,0.2,0.6,38.1,0.1,0.2,83.3,0.6,36.1,0.9,52.5,0.2,13.1,0.1,6.6,0.1,4.9
148,Franz Wagner,ORL,58,23,35,33.2,11.3,3.1,6.4,49.1,1.3,1.5,85.4,7.7,68.7,3.2,28.3,0.8,7.3,0.7,6.3,0.8,6.9
