,PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
19,Andrew Nembhard,IND,53,23,30,27.1,11098.9,2.1,1.08,1.02,4.34,4.63,4.07
20,Andrew Wiggins,GSW,36,18,18,32.3,12314.7,2.33,1.22,1.12,4.07,4.38,3.77
21,Anfernee Simons,POR,56,27,29,35.5,13815.1,2.62,1.46,1.16,4.13,4.51,3.73
22,Anthony Davis,LAL,35,16,19,33.4,11790.3,2.23,1.19,1.05,3.78,4.05,3.52
23,Anthony Edwards,MIN,61,31,30,36.2,13567.9,2.57,1.36,1.21,3.97,4.3,3.65
24,Anthony Gill,WAS,41,17,24,10.0,4050.4,0.77,0.42,0.35,4.25,4.6,3.89
25,Anthony Lamb,GSW,42,22,20,19.4,8040.7,1.52,0.85,0.67,4.39,4.97,3.83
26,Austin Reaves,LAL,41,19,22,27.9,10957.8,2.08,1.12,0.95,4.19,4.51,3.86
27,Austin Rivers,MIN,46,23,23,20.8,7904.4,1.5,0.76,0.74,4.03,4.17,3.88
28,Ayo Dosunmu,CHI,56,25,31,28.5,11767.8,2.23,1.15,1.08,4.41,4.69,4.15
29,Bam Adebayo,MIA,54,29,25,35.4,13246.7,2.51,1.35,1.16,3.98,4.25,3.7
30,Ben Simmons,BKN,42,24,18,26.3,9716.2,1.84,0.97,0.87,3.93,4.32,3.58
31,Bennedict Mathurin,IND,60,26,34,28.2,11263.5,2.13,1.13,1.0,4.21,4.54,3.89
32,Bismack Biyombo,PHX,46,25,21,13.9,5372.9,1.02,0.54,0.48,4.08,4.25,3.9
33,Blake Griffin,BOS,26,17,9,14.4,5134.6,0.97,0.53,0.45,3.82,4.0,3.64
34,Blake Wesley,SAS,14,2,12,13.5,5896.3,1.12,0.62,0.5,4.59,5.22,4.04
35,Boban Marjanovic,HOU,19,1,18,4.4,1554.3,0.29,0.15,0.15,3.7,3.9,3.52
36,Bobby Portis,MIL,47,30,17,26.8,10761.7,2.04,1.12,0.92,4.28,4.58,3.97
37,Bogdan Bogdanovic,ATL,34,16,18,29.9,11859.2,2.25,1.24,1.01,4.21,4.7,3.73
38,Bojan Bogdanovic,DET,55,15,40,32.0,12372.2,2.34,1.29,1.06,4.11,4.47,3.74
39,Bol Bol,ORL,54,21,33,23.2,9078.5,1.72,0.89,0.83,4.16,4.34,3.98
40,Bones Hyland,LAC,44,30,14,19.4,7561.9,1.43,0.79,0.64,4.14,4.48,3.79
41,Bradley Beal,WAS,36,20,16,32.9,12676.8,2.4,1.36,1.04,4.09,4.47,3.69
42,Brandon Boston Jr.,LAC,21,8,13,11.8,4740.6,0.9,0.48,0.42,4.23,4.48,3.94
43,Brandon Clarke,MEM,51,29,22,20.0,8332.8,1.58,0.83,0.75,4.37,4.69,4.07
44,Brandon Ingram,NOP,24,12,12,32.2,11730.6,2.22,1.23,1.0,3.86,4.27,3.44
45,Braxton Key,DET,3,0,3,3.0,1299.0,0.25,0.11,0.13,4.19,4.91,3.77
46,Brook Lopez,MIL,57,40,17,30.3,11034.2,2.09,1.11,0.98,3.88,4.14,3.63
47,Bruce Brown,DEN,58,41,17,28.8,10974.6,2.08,1.13,0.95,4.04,4.38,3.7
48,Bruno Fernando,ATL,32,9,23,11.5,4402.0,0.83,0.46,0.37,4.06,4.42,3.69
49,Bryce McGowens,CHA,26,8,18,14.7,5924.3,1.12,0.59,0.54,4.24,4.57,3.93
50,Bryn Forbes,MIN,25,9,16,10.7,4362.0,0.83,0.44,0.39,4.31,4.75,3.87
51,Buddy Boeheim,DET,1,0,1,0.9,370.0,0.07,0.03,0.04,5.99,0.0,0.0
52,Buddy Hield,IND,60,26,34,32.0,13494.2,2.56,1.4,1.16,4.48,5.01,3.97
53,CJ McCollum,NOP,52,26,26,35.0,13941.0,2.64,1.48,1.16,4.23,4.85,3.65
54,Cade Cunningham,DET,12,3,9,33.4,13146.8,2.49,1.39,1.1,4.18,4.67,3.67
55,Caleb Houstan,ORL,34,12,22,16.1,6663.7,1.26,0.68,0.58,4.36,4.65,4.07
56,Caleb Martin,MIA,49,26,23,30.3,13041.7,2.47,1.34,1.13,4.58,4.92,4.23
57,Cam Reddish,POR,23,10,13,22.1,8887.5,1.68,0.85,0.83,4.26,4.37,4.15
58,Cam Thomas,BKN,41,25,16,16.6,6454.0,1.22,0.68,0.54,4.17,4.57,3.77
59,Cameron Johnson,BKN,20,14,6,25.9,10332.8,1.96,1.06,0.9,4.23,4.64,3.82
60,Cameron Payne,PHX,28,15,13,24.0,9253.5,1.75,0.98,0.77,4.1,4.61,3.6
61,Caris LeVert,CLE,55,33,22,30.4,11788.6,2.23,1.23,1.01,4.09,4.34,3.83
62,Carlik Jones,CHI,1,0,1,21.7,8151.0,1.54,0.83,0.71,3.92,4.22,3.63
63,Cedi Osman,CLE,58,37,21,21.0,8171.0,1.55,0.83,0.72,4.1,4.26,3.94
64,Charles Bassey,SAS,26,5,21,13.6,5430.9,1.03,0.54,0.48,4.16,4.52,3.86
65,Chima Moneke,SAC,2,1,1,4.0,1658.0,0.31,0.16,0.15,4.23,4.64,3.88
66,Chimezie Metu,SAC,44,25,19,10.8,4398.5,0.83,0.43,0.41,4.25,4.59,3.93
67,Chris Boucher,TOR,53,26,27,20.8,8362.0,1.58,0.84,0.75,4.23,4.44,4.02
68,Chris Duarte,IND,36,14,22,19.3,8262.4,1.56,0.83,0.74,4.53,4.9,4.18
69,Chris Paul,PHX,39,20,19,32.0,10672.8,2.02,1.13,0.89,3.54,3.92,3.16
70,Chris Silva,DAL,1,1,0,3.0,1536.0,0.29,0.15,0.14,5.07,3.47,3.29
71,Christian Braun,DEN,54,38,16,15.4,6347.9,1.2,0.64,0.56,4.34,4.52,4.15
72,Christian Koloko,TOR,45,21,24,14.6,6013.0,1.14,0.59,0.55,4.35,4.55,4.15
73,Christian Wood,DAL,48,26,22,27.7,10079.5,1.91,1.02,0.89,3.87,4.0,3.73
74,Chuma Okeke,ORL,19,5,14,21.3,8654.2,1.64,0.86,0.78,4.3,4.43,4.2
75,Clint Capela,ATL,43,23,20,26.9,10225.4,1.94,1.01,0.93,4.04,4.22,3.85
76,Coby White,CHI,50,22,28,22.4,8599.0,1.63,0.84,0.79,4.07,4.31,3.84
77,Cody Martin,CHA,7,2,5,19.1,8315.4,1.57,0.84,0.73,4.57,4.86,4.28
78,Cole Anthony,ORL,39,18,21,25.1,10364.1,1.96,1.06,0.9,4.37,4.72,4.02
79,Cole Swider,LAL,6,1,5,6.8,2957.3,0.56,0.32,0.24,4.61,4.96,3.95
80,Collin Sexton,UTA,47,24,23,24.0,9124.3,1.73,0.94,0.79,3.99,4.27,3.7
81,Corey Kispert,WAS,50,24,26,27.2,11171.4,2.12,1.18,0.94,4.36,4.81,3.91
82,Cory Joseph,DET,40,10,30,15.8,6606.4,1.25,0.67,0.58,4.39,4.68,4.12
83,D'Angelo Russell,LAL,57,29,28,32.8,12716.3,2.41,1.33,1.08,4.12,4.65,3.62
84,Daishen Nix,HOU,41,11,30,15.5,5914.9,1.12,0.61,0.51,4.01,4.27,3.76
85,Dalano Banton,TOR,26,14,12,9.5,4101.9,0.78,0.41,0.37,4.56,4.85,4.27
86,Dalen Terry,CHI,22,10,12,5.2,2159.9,0.41,0.21,0.2,4.52,4.79,4.27
87,Damian Jones,UTA,23,6,17,8.0,3150.9,0.6,0.31,0.29,4.15,4.5,3.83
88,Damian Lillard,POR,46,23,23,36.2,13513.3,2.56,1.46,1.1,3.96,4.45,3.45
89,Damion Lee,PHX,60,32,28,22.1,9154.9,1.73,0.96,0.77,4.36,4.74,3.97
90,Daniel Gafford,WAS,56,26,30,18.7,7443.4,1.41,0.75,0.66,4.21,4.35,4.06
91,Daniel Theis,IND,6,1,5,15.5,5728.3,1.08,0.57,0.52,3.96,4.13,3.79
92,Danny Green,CLE,4,1,3,13.8,5875.0,1.11,0.56,0.55,4.5,4.88,4.01
93,Danuel House Jr.,PHI,37,24,13,14.8,6026.7,1.14,0.59,0.55,4.3,4.51,4.12
94,Dario Saric,OKC,38,18,20,14.4,5781.1,1.09,0.6,0.5,4.25,4.53,3.95
95,Darius Bazley,PHX,36,16,20,15.4,6241.3,1.18,0.62,0.56,4.31,4.75,3.9
96,Darius Days,HOU,3,0,3,7.8,3238.0,0.61,0.32,0.3,4.23,4.03,4.45
97,Darius Garland,CLE,51,28,23,35.2,13723.6,2.6,1.45,1.15,4.14,4.53,3.73
98,David Duke Jr.,BKN,16,7,9,8.8,3546.4,0.67,0.36,0.31,4.17,4.4,3.94
99,David Roddy,MEM,46,29,17,17.8,7069.7,1.34,0.7,0.64,4.2,4.35,4.05
100,Davion Mitchell,SAC,56,31,25,17.8,7484.1,1.42,0.74,0.67,4.44,4.78,4.12
101,Davis Bertans,DAL,34,17,17,10.6,4328.3,0.82,0.46,0.36,4.32,4.8,3.82
102,Davon Reed,LAL,37,24,13,8.8,3609.1,0.68,0.38,0.3,4.31,4.64,3.97
103,Day'Ron Sharpe,BKN,32,16,16,10.2,4159.8,0.79,0.42,0.36,4.29,4.56,4.03
104,De'Aaron Fox,SAC,52,31,21,34.0,13496.3,2.56,1.36,1.19,4.18,4.66,3.75
105,De'Andre Hunter,ATL,49,27,22,32.0,12172.4,2.31,1.24,1.06,4.04,4.4,3.69
106,De'Anthony Melton,PHI,54,36,18,28.5,11305.5,2.14,1.14,1.0,4.23,4.41,4.03
107,DeAndre Jordan,DEN,34,21,13,14.6,4946.0,0.94,0.5,0.44,3.59,3.73,3.46
108,DeMar DeRozan,CHI,52,24,28,36.3,13075.2,2.48,1.34,1.14,3.83,4.27,3.43
109,Dean Wade,CLE,31,22,9,21.7,8454.6,1.6,0.85,0.76,4.12,4.22,4.02
110,Deandre Ayton,PHX,51,24,27,30.2,10909.0,2.07,1.11,0.95,3.85,4.1,3.59
111,Dejounte Murray,ATL,54,27,27,36.5,14214.6,2.69,1.47,1.22,4.14,4.55,3.73
112,Delon Wright,WAS,29,19,10,22.5,9066.4,1.72,0.94,0.78,4.22,4.46,3.95
113,Deni Avdija,WAS,56,27,29,26.3,10347.6,1.96,1.05,0.91,4.16,4.39,3.92
114,Dennis Schroder,LAL,46,23,23,30.0,11740.5,2.22,1.15,1.08,4.18,4.34,4.02
115,Dennis Smith Jr.,CHA,38,11,27,25.0,10064.8,1.91,1.01,0.9,4.25,4.6,3.93
116,Deonte Burton,SAC,2,1,1,3.3,1447.5,0.27,0.14,0.14,4.05,5.65,4.27
117,Dereon Seabron,NOP,5,2,3,2.3,947.2,0.18,0.09,0.09,4.15,5.21,3.31
118,Derrick Jones Jr.,CHI,45,17,28,15.1,6230.4,1.18,0.61,0.57,4.35,4.72,4.01
119,Derrick Rose,NYK,26,11,15,12.9,5256.6,1.0,0.54,0.45,4.33,4.76,3.9
120,Derrick White,BOS,59,42,17,27.7,10728.1,2.03,1.1,0.94,4.13,4.44,3.81
121,Desmond Bane,MEM,35,22,13,31.2,12439.6,2.36,1.28,1.07,4.22,4.66,3.78
122,Devin Booker,PHX,33,21,12,33.9,12636.3,2.39,1.34,1.06,3.96,4.4,3.51
123,Devin Vassell,SAS,29,8,21,31.3,13193.0,2.5,1.41,1.09,4.45,5.03,3.87
124,Devon Dotson,WAS,6,1,5,8.8,3769.8,0.71,0.38,0.33,4.45,4.71,4.2
125,Devonte' Graham,SAS,57,27,30,16.2,6352.8,1.2,0.66,0.54,4.16,4.56,3.74
126,Dewayne Dedmon,PHI,30,17,13,11.7,4373.1,0.83,0.45,0.38,3.96,4.23,3.7
127,Dillon Brooks,MEM,52,32,20,30.5,11648.4,2.21,1.11,1.1,4.04,4.14,3.95
128,Domantas Sabonis,SAC,55,31,24,34.6,13819.9,2.62,1.37,1.25,4.24,4.6,3.91
129,Dominick Barlow,SAS,10,0,10,9.5,4087.8,0.77,0.42,0.35,4.46,4.93,4.0
130,Donovan Mitchell,CLE,50,33,17,35.5,12537.9,2.37,1.32,1.05,3.74,4.08,3.39
131,Donte DiVincenzo,GSW,47,26,21,25.2,10171.1,1.93,1.04,0.88,4.27,4.69,3.88
132,Dorian Finney-Smith,BKN,44,21,23,32.0,12155.3,2.3,1.22,1.08,4.04,4.16,3.91
133,Doug McDermott,SAS,50,14,36,20.4,8835.7,1.67,0.97,0.71,4.55,5.25,3.85
134,Draymond Green,GSW,51,27,24,31.7,11636.0,2.2,1.17,1.03,3.9,4.3,3.54
135,Drew Eubanks,POR,56,26,30,19.5,7695.9,1.46,0.79,0.67,4.17,4.39,3.96
136,Dru Smith,BKN,8,4,4,12.1,4759.1,0.9,0.48,0.42,4.18,4.61,3.77
137,Duane Washington Jr.,PHX,31,17,14,12.7,5208.3,0.99,0.55,0.43,4.32,4.78,3.86
138,Duncan Robinson,MIA,29,14,15,18.1,7152.7,1.35,0.77,0.58,4.19,4.75,3.62
139,Dwight Powell,DAL,55,30,25,19.7,7973.8,1.51,0.81,0.7,4.32,4.5,4.12
140,Dyson Daniels,NOP,39,21,18,19.9,8117.8,1.54,0.81,0.72,4.31,4.7,3.95
141,Edmond Sumner,BKN,46,28,18,14.5,6029.8,1.14,0.61,0.53,4.36,4.68,4.06
142,Eric Gordon,LAC,49,14,35,29.9,10235.1,1.94,1.06,0.88,3.63,3.85,3.39
143,Eugene Omoruyi,OKC,23,9,14,11.8,4716.4,0.89,0.46,0.43,4.21,4.59,3.9
144,Evan Fournier,NYK,23,13,10,18.0,7313.8,1.39,0.74,0.64,4.32,4.61,4.02
145,Evan Mobley,CLE,59,36,23,34.2,13093.7,2.48,1.34,1.14,4.06,4.31,3.8
146,Facundo Campazzo,DAL,8,2,6,6.5,2680.9,0.51,0.28,0.23,4.34,4.68,3.8
147,Frank Kaminsky,HOU,28,11,17,7.0,2633.7,0.5,0.27,0.23,3.96,4.21,3.65
148,Frank Ntilikina,DAL,36,17,19,12.0,4602.3,0.87,0.46,0.41,4.05,4.23,3.87
149,Franz Wagner,ORL,58,23,35,33.2,13918.4,2.64,1.44,1.19,4.45,4.95,3.97
150,Fred VanVleet,TOR,50,24,26,36.9,14639.6,2.77,1.56,1.22,4.19,4.67,3.7
151,Furkan Korkmaz,PHI,25,17,8,10.2,4161.8,0.79,0.43,0.35,4.29,4.66,3.91
152,Gabe Vincent,MIA,45,25,20,26.3,10269.5,1.94,1.07,0.88,4.13,4.52,3.74
153,Garrett Temple,NOP,18,11,7,7.2,2914.7,0.55,0.3,0.25,4.24,4.68,3.9
154,Garrison Mathews,ATL,46,12,34,13.2,5213.3,0.99,0.53,0.46,4.2,4.43,3.95
155,Gary Harris,ORL,30,12,18,24.5,9683.8,1.83,0.92,0.91,4.22,4.33,4.11
156,Gary Payton II,GSW,15,8,7,17.0,7143.1,1.35,0.67,0.68,4.42,4.37,4.47
157,Gary Trent Jr.,TOR,50,23,27,33.6,12599.2,2.39,1.24,1.14,3.96,4.16,3.76
158,George Hill,IND,36,24,12,18.8,7265.7,1.38,0.74,0.63,4.08,4.26,3.88
159,Georges Niang,PHI,55,37,18,19.8,7817.5,1.48,0.8,0.68,4.18,4.54,3.82
160,Giannis Antetokounmpo,MIL,47,35,12,33.1,12288.7,2.33,1.28,1.04,3.95,4.41,3.48
161,Goga Bitadze,ORL,21,8,13,9.6,3813.8,0.72,0.38,0.35,4.18,4.5,3.82
162,Goran Dragic,CHI,50,22,28,15.5,6278.4,1.19,0.65,0.54,4.28,4.8,3.77
163,Gordon Hayward,CHA,34,12,22,31.2,12705.6,2.41,1.32,1.08,4.32,4.81,3.84
164,Gorgui Dieng,SAS,19,2,17,10.2,3711.3,0.7,0.38,0.32,3.85,4.16,3.49
165,Grant Williams,BOS,58,42,16,27.9,10395.9,1.97,1.04,0.93,3.96,4.1,3.82
166,Grayson Allen,MIL,54,39,15,27.6,11298.8,2.14,1.15,0.99,4.37,4.67,4.05
167,Greg Brown III,POR,16,10,6,5.8,2229.7,0.42,0.22,0.21,4.01,4.11,3.91
168,Hamidou Diallo,DET,49,12,37,16.7,6880.7,1.3,0.71,0.6,4.36,4.76,3.95
169,Harrison Barnes,SAC,57,32,25,32.6,13275.6,2.51,1.34,1.18,4.31,4.73,3.91
170,Haywood Highsmith,MIA,43,23,20,19.7,8204.6,1.55,0.83,0.72,4.42,4.69,4.14
171,Herbert Jones,NOP,43,19,24,28.8,11399.5,2.16,1.13,1.03,4.21,4.5,3.93
172,Immanuel Quickley,NYK,59,33,26,27.7,11094.1,2.1,1.15,0.95,4.23,4.51,3.93
173,Isaac Okoro,CLE,61,38,23,21.2,8221.8,1.56,0.77,0.79,4.11,3.99,4.23
174,Isaiah Hartenstein,NYK,60,33,27,19.7,8290.4,1.57,0.85,0.72,4.45,4.79,4.1
175,Isaiah Jackson,IND,45,17,28,15.3,6226.3,1.18,0.62,0.56,4.29,4.71,3.91
176,Isaiah Joe,OKC,49,25,24,15.7,6466.9,1.22,0.64,0.58,4.33,4.7,3.98
177,Isaiah Livers,DET,36,9,27,21.1,8631.1,1.63,0.85,0.78,4.32,4.53,4.12
178,Isaiah Mobley,CLE,8,5,3,3.3,1233.1,0.23,0.12,0.11,4.04,4.41,3.71
179,Isaiah Roby,SAS,41,9,32,11.3,4772.9,0.9,0.5,0.41,4.45,5.02,3.87
180,Isaiah Stewart,DET,47,12,35,28.5,10912.0,2.07,1.1,0.97,4.07,4.3,3.83
181,Isaiah Todd,WAS,4,2,2,3.1,1326.0,0.25,0.14,0.11,4.34,4.53,4.09
182,Ish Smith,DEN,30,20,10,10.3,4170.2,0.79,0.46,0.33,4.26,4.82,3.68
183,Ish Wainright,PHX,42,22,20,15.6,6350.2,1.2,0.65,0.55,4.28,4.63,3.93
184,Ivica Zubac,LAC,59,32,27,29.4,10973.3,2.08,1.12,0.96,3.99,4.21,3.77
185,JD Davison,BOS,6,5,1,2.3,805.7,0.15,0.09,0.06,3.53,3.45,3.64
186,JT Thor,CHA,47,12,35,10.8,4457.1,0.84,0.46,0.38,4.4,4.81,3.98
187,Ja Morant,MEM,48,31,17,32.7,12571.9,2.38,1.29,1.09,4.05,4.42,3.69
188,JaMychal Green,GSW,38,19,19,14.7,5856.7,1.11,0.59,0.52,4.22,4.57,3.87
189,JaVale McGee,DAL,36,17,19,8.1,3124.9,0.59,0.31,0.28,4.09,4.23,3.95
190,Jabari Smith Jr.,HOU,55,12,43,29.9,11475.2,2.17,1.18,0.99,4.08,4.3,3.84
191,Jabari Walker,POR,38,19,19,8.8,3454.4,0.65,0.35,0.3,4.1,4.32,3.87
192,Jack White,DEN,14,12,2,3.1,1216.1,0.23,0.14,0.09,4.04,4.27,3.71
193,Jaden Hardy,DAL,31,15,16,11.8,4747.1,0.9,0.48,0.42,4.22,4.4,4.03
194,Jaden Ivey,DET,54,15,39,30.0,11972.6,2.27,1.24,1.03,4.24,4.62,3.86
195,Jaden McDaniels,MIN,58,30,28,30.5,12816.5,2.43,1.24,1.19,4.47,4.7,4.25
196,Jaden Springer,PHI,7,7,0,3.8,1522.7,0.29,0.15,0.14,4.17,4.06,4.3
197,Jae'Sean Tate,HOU,20,3,17,21.0,8342.5,1.58,0.87,0.71,4.17,4.45,3.86
198,Jake LaRavia,MEM,30,20,10,12.7,5282.0,1.0,0.55,0.45,4.38,4.69,4.05
199,Jakob Poeltl,TOR,48,13,35,26.1,10666.4,2.02,1.09,0.93,4.37,4.75,3.99
200,Jalen Brunson,NYK,56,31,25,35.1,13882.9,2.63,1.51,1.12,4.19,4.64,3.71
201,Jalen Duren,DET,50,14,36,25.3,9955.3,1.89,0.98,0.9,4.17,4.29,4.05
202,Jalen Green,HOU,54,11,43,33.9,13589.3,2.57,1.47,1.1,4.25,4.67,3.79
203,Jalen Johnson,ATL,55,27,28,14.4,5877.9,1.11,0.59,0.52,4.32,4.64,4.0
204,Jalen McDaniels,PHI,59,18,41,26.3,10975.8,2.08,1.13,0.95,4.42,4.87,3.98
205,Jalen Smith,IND,51,24,27,18.2,7535.1,1.43,0.76,0.67,4.41,4.79,4.05
206,Jalen Suggs,ORL,34,13,21,23.0,8997.6,1.7,0.92,0.79,4.13,4.42,3.84
207,Jalen Williams,OKC,53,26,27,29.0,12346.4,2.34,1.26,1.08,4.51,5.09,4.0
208,Jamal Cain,MIA,13,8,5,13.9,5785.3,1.1,0.55,0.55,4.39,4.4,4.37
209,Jamal Murray,DEN,45,32,13,32.5,12788.3,2.42,1.34,1.08,4.18,4.62,3.74
210,Jamaree Bouyea,MIA,4,2,2,16.3,6566.5,1.24,0.67,0.57,4.32,4.49,4.14
211,James Bouknight,CHA,26,5,21,13.6,5481.9,1.04,0.58,0.46,4.3,4.78,3.83
212,James Harden,PHI,41,28,13,36.4,12177.2,2.31,1.27,1.04,3.56,3.86,3.25
213,James Johnson,IND,12,5,7,8.2,3045.9,0.58,0.3,0.28,3.93,4.47,3.47
214,James Wiseman,DET,22,9,13,13.0,5413.1,1.03,0.54,0.48,4.42,4.71,4.14
215,Jared Rhoden,DET,1,0,1,12.0,5322.0,1.01,0.52,0.49,4.59,4.86,4.37
216,Jaren Jackson Jr.,MEM,40,25,15,27.2,10825.2,2.05,1.05,1.0,4.19,4.44,3.95
217,Jarred Vanderbilt,LAL,55,27,28,24.0,9885.1,1.87,0.99,0.88,4.36,4.55,4.16
218,Jarrett Allen,CLE,54,35,19,33.3,12248.4,2.32,1.23,1.09,3.91,4.03,3.78
219,Jarrett Culver,ATL,10,5,5,13.7,5399.8,1.02,0.55,0.47,4.12,4.31,3.92
220,Jason Preston,LAC,13,3,10,9.4,3815.4,0.72,0.39,0.34,4.26,4.63,3.9
221,Javonte Green,CHI,28,11,17,16.0,6636.5,1.26,0.65,0.61,4.35,4.68,4.05
222,Jaxson Hayes,NOP,33,15,18,13.3,5205.5,0.99,0.52,0.47,4.15,4.38,3.92
223,Jaylen Brown,BOS,48,33,15,35.6,13463.8,2.55,1.36,1.19,4.03,4.35,3.72
224,Jaylen Nowell,MIN,61,31,30,19.7,8056.1,1.53,0.8,0.72,4.32,4.63,4.01
225,Jaylin Williams,OKC,25,12,13,15.7,6007.5,1.14,0.62,0.52,4.09,4.48,3.71
226,Jayson Tatum,BOS,55,40,15,37.3,13275.6,2.51,1.38,1.13,3.79,4.14,3.44
227,Jeff Dowtin Jr.,TOR,15,10,5,6.8,2745.0,0.52,0.27,0.25,4.21,4.49,3.93
228,Jeff Green,DEN,37,24,13,19.2,6987.0,1.32,0.71,0.61,3.86,4.06,3.65
229,Jerami Grant,POR,54,25,29,35.7,13573.4,2.57,1.38,1.19,4.03,4.26,3.8
230,Jeremiah Robinson-Earl,OKC,28,11,17,20.9,8875.1,1.68,0.9,0.78,4.54,5.09,4.03
231,Jeremy Sochan,SAS,47,11,36,25.9,10802.7,2.05,1.11,0.94,4.45,4.91,4.0
232,Jericho Sims,NYK,47,27,20,16.3,6510.0,1.23,0.67,0.57,4.24,4.49,4.0
233,Jevon Carter,MIL,58,41,17,22.5,9217.2,1.75,0.89,0.86,4.35,4.46,4.25
234,Jimmy Butler,MIA,44,24,20,33.7,12743.2,2.41,1.28,1.13,4.01,4.16,3.85
235,Jock Landale,PHX,51,26,25,14.1,5608.3,1.06,0.56,0.5,4.16,4.39,3.92
236,Joe Harris,BKN,51,29,22,23.8,9528.9,1.8,0.99,0.81,4.27,4.83,3.75
237,Joe Ingles,MIL,25,17,8,22.5,8588.3,1.63,0.86,0.76,4.03,4.29,3.78
238,Joe Wieskamp,TOR,2,1,1,8.5,3863.0,0.73,0.43,0.31,5.0,5.43,4.47
239,Joel Embiid,PHI,45,30,15,34.9,11657.8,2.21,1.15,1.05,3.55,3.69,3.41
240,John Butler Jr.,POR,8,2,6,3.2,1241.9,0.24,0.12,0.12,3.95,3.67,3.82
241,John Collins,ATL,50,26,24,31.1,11852.3,2.24,1.17,1.07,4.06,4.27,3.84
242,John Konchar,MEM,49,30,19,22.4,9500.0,1.8,0.93,0.87,4.47,4.63,4.32
243,John Wall,LAC,34,15,19,22.2,7839.1,1.48,0.8,0.69,3.7,3.99,3.4
244,Johnny Davis,WAS,13,6,7,4.7,1941.8,0.37,0.21,0.16,4.31,4.61,3.99
245,Jonas Valanciunas,NOP,58,29,29,24.7,9282.3,1.76,0.92,0.84,4.04,4.25,3.83
246,Jonathan Isaac,ORL,10,7,3,10.8,4470.1,0.85,0.46,0.39,4.43,4.73,4.13
247,Jonathan Kuminga,GSW,46,25,21,19.3,8018.9,1.52,0.8,0.71,4.4,4.73,4.07
248,Jordan Clarkson,UTA,58,28,30,32.5,12987.6,2.46,1.39,1.07,4.22,4.65,3.77
249,Jordan Goodwin,WAS,40,15,25,18.0,7675.7,1.45,0.8,0.66,4.47,4.83,4.1
250,Jordan Hall,SAS,9,1,8,9.2,3956.7,0.75,0.43,0.32,4.5,5.29,3.86
251,Jordan McLaughlin,MIN,24,13,11,15.3,6688.4,1.27,0.7,0.57,4.62,5.29,4.01
252,Jordan Nwora,IND,40,27,13,15.6,6394.9,1.21,0.66,0.55,4.35,4.61,4.09
253,Jordan Poole,GSW,57,28,29,30.6,11905.0,2.25,1.28,0.97,4.11,4.75,3.49
254,Jordan Schakel,WAS,2,0,2,3.1,1360.0,0.26,0.13,0.13,4.38,5.43,5.11
255,Jose Alvarado,NOP,58,30,28,21.8,9194.1,1.74,0.91,0.83,4.46,4.69,4.23
256,Josh Christopher,HOU,40,7,33,10.2,4120.7,0.78,0.43,0.35,4.28,4.56,4.01
257,Josh Giddey,OKC,52,23,29,30.8,12501.9,2.37,1.26,1.11,4.32,4.75,3.92
