,PLAYER,TEAM,GP,W,L,MIN,Touches,Elbow Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
26,Austin Reaves,LAL,38,17,21,28.2,35.5,0.7,0.1,0.2,62.5,0.1,0.1,80.0,0.3,48.0,0.4,56.0,0.1,28.6,0.0,0.0,0.1,12.0
27,Austin Rivers,MIN,44,22,22,21.1,24.9,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,52,25,27,28.0,48.0,0.3,0.1,0.1,85.7,0.0,0.0,100.0,0.3,107.7,0.1,30.8,0.0,0.0,0.0,7.7,0.0,7.7
29,Bam Adebayo,MIA,51,28,23,35.2,64.5,7.2,2.2,3.7,58.6,0.7,0.9,76.1,5.1,71.4,2.4,33.8,0.4,16.1,0.4,5.7,0.5,6.3
30,Ben Simmons,BKN,39,23,16,27.1,62.6,2.3,0.4,0.7,51.7,0.0,0.1,25.0,0.8,35.2,1.3,58.0,0.3,21.6,0.1,2.3,0.1,2.3
31,Bennedict Mathurin,IND,57,25,32,28.2,42.2,1.2,0.4,0.5,69.0,0.3,0.4,79.2,1.1,97.0,0.4,30.3,0.0,10.0,0.0,3.0,0.2,18.2
32,Bismack Biyombo,PHX,45,25,20,14.0,22.9,2.5,0.4,0.8,50.0,0.1,0.2,37.5,0.9,34.5,1.4,57.5,0.2,16.9,0.1,3.5,0.1,3.5
33,Blake Griffin,BOS,24,16,8,13.4,19.0,1.1,0.3,0.4,66.7,0.1,0.2,50.0,0.6,53.8,0.6,53.8,0.2,28.6,0.0,0.0,0.1,7.7
34,Blake Wesley,SAS,11,2,9,13.4,27.3,0.4,0.1,0.2,50.0,0.1,0.2,50.0,0.3,75.0,0.1,25.0,0.0,0.0,0.0,0.0,0.1,25.0
35,Boban Marjanovic,HOU,17,1,16,4.2,5.6,0.5,0.3,0.3,100.0,0.1,0.1,50.0,0.8,144.4,0.1,22.2,0.1,50.0,0.1,11.1,0.1,11.1
36,Bobby Portis,MIL,47,30,17,26.8,52.6,1.6,0.4,0.7,67.7,0.0,0.0,50.0,0.9,58.1,0.8,50.0,0.1,16.2,0.1,5.4,0.0,1.4
37,Bogdan Bogdanovic,ATL,31,15,16,30.1,43.4,0.8,0.2,0.3,50.0,0.0,0.0,0.0,0.3,41.7,0.4,54.2,0.1,23.1,0.0,0.0,0.0,0.0
38,Bojan Bogdanovic,DET,53,15,38,31.9,46.5,0.8,0.3,0.5,58.6,0.1,0.1,100.0,0.8,100.0,0.1,17.5,0.0,28.6,0.0,2.5,0.0,5.0
39,Bol Bol,ORL,51,20,31,23.6,25.2,0.4,0.2,0.2,83.3,0.0,0.0,100.0,0.5,109.5,0.1,33.3,0.0,28.6,0.0,4.8,0.0,4.8
40,Bones Hyland,LAC,42,28,14,19.5,47.1,0.2,0.1,0.1,75.0,0.0,0.0,0.0,0.1,60.0,0.1,50.0,0.0,20.0,0.0,10.0,0.0,0.0
41,Bradley Beal,WAS,32,17,15,32.8,66.5,1.9,0.4,1.0,41.9,0.1,0.1,100.0,1.0,55.0,0.7,38.3,0.1,13.0,0.1,5.0,0.1,3.3
42,Brandon Boston Jr.,LAC,20,7,13,12.2,21.1,0.1,0.1,0.1,50.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Brandon Clarke,MEM,49,28,21,19.7,29.1,4.3,1.2,1.7,69.5,0.2,0.3,57.1,2.6,59.9,2.3,53.3,0.4,16.8,0.1,2.8,0.1,3.3
44,Brandon Ingram,NOP,22,11,11,32.1,64.4,1.5,0.5,0.8,70.6,0.1,0.1,100.0,1.2,81.8,0.5,36.4,0.3,50.0,0.0,3.0,0.0,3.0
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,55,38,17,30.4,33.9,2.3,0.4,0.8,50.0,0.2,0.2,75.0,1.0,43.7,1.2,53.2,0.2,16.4,0.1,5.6,0.1,4.8
47,Bruce Brown,DEN,55,38,17,28.7,52.9,0.8,0.3,0.5,70.4,0.0,0.1,50.0,0.8,91.3,0.3,32.6,0.1,26.7,0.0,4.3,0.0,4.3
48,Bruno Fernando,ATL,31,9,22,11.7,21.1,1.6,0.2,0.5,41.2,0.1,0.1,50.0,0.5,34.7,0.8,49.0,0.0,4.2,0.1,4.1,0.1,4.1
49,Bryce McGowens,CHA,23,6,17,14.2,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,57,25,32,32.2,59.9,0.4,0.1,0.1,71.4,0.0,0.0,0.0,0.2,54.5,0.2,54.5,0.0,8.3,0.1,13.6,0.0,0.0
53,CJ McCollum,NOP,51,26,25,35.0,75.4,0.9,0.3,0.4,59.1,0.0,0.0,100.0,0.6,68.9,0.4,42.2,0.1,15.8,0.1,6.7,0.0,2.2
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.3,0.2,0.3,66.7,0.0,0.0,0.0,0.3,100.0,0.1,25.0,0.1,100.0,0.0,0.0,0.0,0.0
55,Caleb Houstan,ORL,32,11,21,16.4,13.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
56,Caleb Martin,MIA,46,25,21,30.4,39.7,0.6,0.2,0.3,69.2,0.0,0.0,100.0,0.5,75.9,0.3,41.4,0.0,8.3,0.0,6.9,0.0,0.0
57,Cam Reddish,POR,21,9,12,21.7,19.8,0.8,0.2,0.4,55.6,0.0,0.0,0.0,0.5,62.5,0.3,37.5,0.1,33.3,0.0,6.3,0.0,0.0
58,Cam Thomas,BKN,38,24,14,16.3,29.0,0.4,0.1,0.2,55.6,0.1,0.1,100.0,0.4,87.5,0.1,31.3,0.1,40.0,0.0,6.3,0.0,0.0
59,Cameron Johnson,BKN,17,13,4,25.3,33.8,0.6,0.3,0.5,55.6,0.0,0.0,0.0,0.6,90.9,0.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0
60,Cameron Payne,PHX,28,15,13,24.0,57.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,52,31,21,30.8,50.8,0.6,0.1,0.3,35.7,0.1,0.1,83.3,0.3,46.9,0.3,40.6,0.0,7.7,0.0,3.1,0.1,9.4
62,Cedi Osman,CLE,56,35,21,21.3,30.7,0.4,0.2,0.2,90.9,0.0,0.0,0.0,0.4,100.0,0.2,45.0,0.0,22.2,0.0,0.0,0.0,0.0
63,Charles Bassey,SAS,24,5,19,13.6,22.3,1.3,0.3,0.4,60.0,0.2,0.3,83.3,0.8,56.3,0.6,43.8,0.1,21.4,0.2,12.5,0.1,6.3
64,Chima Moneke,SAC,2,1,1,4.0,6.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Chimezie Metu,SAC,42,24,18,10.9,16.4,1.3,0.2,0.4,53.3,0.1,0.1,66.7,0.5,38.9,0.7,57.4,0.2,22.6,0.1,7.4,0.0,3.7
66,Chris Boucher,TOR,51,24,27,20.8,24.7,0.5,0.1,0.3,46.2,0.1,0.1,66.7,0.3,70.8,0.1,20.8,0.0,20.0,0.0,8.3,0.1,12.5
67,Chris Duarte,IND,34,13,21,19.3,28.3,0.3,0.0,0.1,20.0,0.1,0.1,100.0,0.2,66.7,0.1,22.2,0.0,0.0,0.0,0.0,0.1,22.2
68,Chris Paul,PHX,37,19,18,31.8,75.6,0.3,0.0,0.1,0.0,0.1,0.1,60.0,0.0,8.3,0.2,58.3,0.0,14.3,0.0,8.3,0.0,8.3
69,Chris Silva,DAL,1,1,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Christian Braun,DEN,51,35,16,14.8,16.7,0.3,0.0,0.1,66.7,0.1,0.1,75.0,0.1,50.0,0.2,57.1,0.0,25.0,0.0,7.1,0.0,14.3
71,Christian Koloko,TOR,45,21,24,14.6,15.4,0.9,0.1,0.4,33.3,0.1,0.2,85.7,0.4,41.5,0.4,46.3,0.1,15.8,0.0,2.4,0.1,7.3
72,Christian Wood,DAL,45,26,19,28.1,49.6,2.2,0.5,0.8,63.2,0.3,0.4,87.5,1.4,66.0,0.9,42.3,0.2,19.5,0.1,6.2,0.2,8.2
73,Chuma Okeke,ORL,18,5,13,21.8,25.9,0.2,0.1,0.1,100.0,0.0,0.0,0.0,0.1,66.7,0.1,66.7,0.1,50.0,0.0,0.0,0.0,0.0
74,Clint Capela,ATL,40,22,18,26.8,36.9,2.5,0.7,0.9,75.0,0.1,0.2,62.5,1.5,59.4,1.4,53.5,0.2,13.0,0.1,5.0,0.1,4.0
75,Coby White,CHI,46,22,24,21.8,33.6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Cody Martin,CHA,7,2,5,19.1,21.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Cole Anthony,ORL,38,18,20,25.2,53.8,0.3,0.1,0.1,100.0,0.0,0.1,50.0,0.1,50.0,0.2,60.0,0.0,16.7,0.0,10.0,0.0,10.0
78,Cole Swider,LAL,6,1,5,6.7,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Collin Sexton,UTA,44,23,21,24.2,46.3,0.4,0.0,0.1,40.0,0.2,0.2,100.0,0.2,52.6,0.2,42.1,0.1,37.5,0.0,5.3,0.1,15.8
80,Corey Kispert,WAS,46,21,25,27.4,31.1,0.5,0.2,0.3,50.0,0.0,0.0,100.0,0.4,73.9,0.1,26.1,0.0,33.3,0.0,8.7,0.0,4.3
81,Cory Joseph,DET,38,10,28,15.8,33.7,0.1,0.0,0.1,33.3,0.0,0.0,0.0,0.1,40.0,0.1,40.0,0.0,50.0,0.0,0.0,0.0,0.0
82,D'Angelo Russell,LAL,54,27,27,32.9,83.5,0.6,0.2,0.3,62.5,0.0,0.0,0.0,0.4,68.8,0.2,40.6,0.0,0.0,0.0,6.3,0.0,0.0
83,Daishen Nix,HOU,41,11,30,15.5,35.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0
84,Dalano Banton,TOR,24,12,12,9.7,21.9,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Dalen Terry,CHI,19,10,9,3.3,4.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Damian Jones,UTA,22,6,16,8.0,9.3,1.0,0.0,0.2,25.0,0.1,0.1,100.0,0.2,17.4,0.6,56.5,0.0,7.7,0.1,13.0,0.0,4.3
87,Damian Lillard,POR,44,22,22,36.2,87.8,0.4,0.1,0.1,66.7,0.1,0.1,100.0,0.3,72.2,0.1,33.3,0.0,16.7,0.1,22.2,0.0,5.6
88,Damion Lee,PHX,58,31,27,22.3,30.9,0.3,0.1,0.1,83.3,0.0,0.0,0.0,0.2,58.8,0.2,58.8,0.0,0.0,0.0,5.9,0.0,0.0
89,Daniel Gafford,WAS,52,23,29,18.4,26.2,2.0,0.6,0.9,71.1,0.1,0.2,50.0,1.4,69.2,0.9,44.2,0.1,10.9,0.1,5.8,0.1,4.8
90,Daniel Theis,IND,5,1,4,14.2,20.4,2.2,0.8,1.0,80.0,0.2,0.4,50.0,1.8,81.8,1.0,45.5,0.2,20.0,0.0,0.0,0.2,9.1
91,Danny Green,HOU,3,1,2,14.5,19.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Danuel House Jr.,PHI,36,23,13,15.1,16.9,0.2,0.1,0.1,75.0,0.0,0.0,0.0,0.2,116.7,0.0,16.7,0.0,100.0,0.0,16.7,0.0,0.0
93,Dario Saric,OKC,37,17,20,14.4,22.4,0.5,0.2,0.2,66.7,0.0,0.0,0.0,0.4,65.0,0.3,50.0,0.1,20.0,0.0,0.0,0.0,0.0
94,Darius Bazley,PHX,36,16,20,15.4,23.9,0.9,0.2,0.4,50.0,0.2,0.3,60.0,0.6,71.0,0.2,22.6,0.0,0.0,0.1,6.5,0.1,16.1
95,Darius Days,HOU,1,0,1,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Darius Garland,CLE,48,26,22,35.1,78.3,0.6,0.1,0.3,58.3,0.1,0.1,100.0,0.4,66.7,0.2,40.7,0.1,27.3,0.0,0.0,0.0,7.4
97,David Duke Jr.,BKN,15,7,8,9.1,12.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
98,David Roddy,MEM,46,29,17,17.8,19.9,0.4,0.1,0.2,30.0,0.0,0.0,50.0,0.2,44.4,0.1,27.8,0.0,40.0,0.0,11.1,0.0,5.6
99,Davion Mitchell,SAC,54,30,24,18.1,34.8,0.1,0.0,0.1,33.3,0.0,0.0,100.0,0.1,57.1,0.1,42.9,0.0,66.7,0.0,0.0,0.0,14.3
100,Davis Bertans,DAL,34,17,17,10.6,12.6,0.2,0.1,0.1,100.0,0.0,0.0,0.0,0.1,57.1,0.1,71.4,0.0,0.0,0.0,0.0,0.0,0.0
101,Davon Reed,LAL,35,23,12,9.0,16.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,60.0,0.0,33.3,0.1,40.0,0.0,0.0
102,Day'Ron Sharpe,BKN,30,16,14,10.3,16.5,1.3,0.3,0.4,66.7,0.2,0.3,60.0,0.7,56.4,0.5,41.0,0.1,18.8,0.2,12.8,0.2,12.8
103,De'Aaron Fox,SAC,50,30,20,33.8,79.0,0.4,0.1,0.2,70.0,0.0,0.0,0.0,0.3,70.0,0.1,35.0,0.0,14.3,0.1,15.0,0.0,0.0
104,De'Andre Hunter,ATL,46,26,20,32.0,38.5,0.9,0.3,0.6,55.2,0.2,0.2,87.5,0.8,90.7,0.1,14.0,0.0,16.7,0.1,7.0,0.1,9.3
105,De'Anthony Melton,PHI,51,33,18,28.8,52.5,0.6,0.1,0.2,77.8,0.0,0.0,0.0,0.3,43.8,0.5,71.9,0.1,21.7,0.0,0.0,0.0,0.0
106,DeAndre Jordan,DEN,33,20,13,14.7,19.2,2.5,0.1,0.2,37.5,0.0,0.1,25.0,0.2,8.4,2.0,80.7,0.4,17.9,0.1,4.8,0.1,2.4
107,DeMar DeRozan,CHI,50,24,26,36.2,61.0,1.3,0.3,0.7,44.4,0.3,0.3,92.9,1.0,73.1,0.4,28.4,0.1,26.3,0.0,3.0,0.1,9.0
108,Dean Wade,CLE,28,20,8,23.1,25.4,0.3,0.1,0.1,100.0,0.0,0.0,0.0,0.1,44.4,0.2,55.6,0.0,0.0,0.1,22.2,0.0,0.0
109,Deandre Ayton,PHX,49,23,26,30.0,53.3,5.3,2.0,3.5,58.1,0.3,0.4,75.0,4.4,82.4,1.3,24.1,0.3,23.8,0.3,5.0,0.2,3.4
110,Dejounte Murray,ATL,51,26,25,36.6,73.0,0.6,0.1,0.3,31.3,0.0,0.0,0.0,0.2,31.3,0.3,43.8,0.1,28.6,0.0,3.1,0.0,0.0
111,Delon Wright,WAS,25,16,9,22.0,45.4,0.4,0.1,0.1,100.0,0.0,0.0,0.0,0.2,44.4,0.2,66.7,0.0,16.7,0.0,11.1,0.0,0.0
112,Deni Avdija,WAS,52,24,28,26.4,43.9,0.8,0.2,0.3,55.6,0.0,0.0,50.0,0.4,54.8,0.4,50.0,0.1,23.8,0.0,2.4,0.0,2.4
113,Dennis Schroder,LAL,43,21,22,30.2,52.5,0.3,0.1,0.1,50.0,0.0,0.0,0.0,0.1,50.0,0.1,41.7,0.0,0.0,0.0,8.3,0.0,0.0
114,Dennis Smith Jr.,CHA,35,9,26,24.8,51.4,0.3,0.1,0.2,66.7,0.0,0.0,0.0,0.3,90.0,0.1,20.0,0.0,0.0,0.1,20.0,0.0,0.0
115,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dereon Seabron,NOP,4,2,2,1.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Derrick Jones Jr.,CHI,43,17,26,15.4,20.1,0.7,0.2,0.4,55.6,0.1,0.1,83.3,0.6,84.4,0.2,25.0,0.0,25.0,0.1,9.4,0.1,9.4
118,Derrick Rose,NYK,26,11,15,12.9,27.6,0.2,0.1,0.2,40.0,0.0,0.0,0.0,0.2,66.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick White,BOS,56,40,16,27.3,44.6,0.5,0.1,0.2,45.5,0.1,0.1,100.0,0.3,55.2,0.3,48.3,0.1,35.7,0.0,3.4,0.0,6.9
120,Desmond Bane,MEM,33,21,12,31.1,60.7,0.8,0.4,0.6,61.9,0.1,0.1,100.0,0.9,110.7,0.1,10.7,0.0,33.3,0.1,7.1,0.0,3.6
121,Devin Booker,PHX,31,20,11,34.0,63.0,0.9,0.2,0.4,53.8,0.1,0.1,100.0,0.6,62.1,0.4,44.8,0.2,46.2,0.0,3.4,0.1,6.9
122,Devin Vassell,SAS,29,8,21,31.3,54.2,0.7,0.3,0.5,64.3,0.1,0.1,100.0,0.8,121.1,0.1,15.8,0.0,0.0,0.0,0.0,0.1,10.5
123,Devon Dotson,WAS,6,1,5,8.9,16.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.2,33.3,0.0,0.0,0.0,0.0
124,Devonte' Graham,SAS,54,27,27,15.7,29.8,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,50.0,0.1,62.5,0.1,60.0,0.0,0.0,0.0,0.0
125,Dewayne Dedmon,MIA,30,17,13,11.7,19.7,1.6,0.6,0.9,63.0,0.3,0.3,80.0,1.5,91.7,0.5,29.2,0.0,7.1,0.1,4.2,0.1,8.3
126,Dillon Brooks,MEM,50,31,19,30.3,42.6,0.4,0.1,0.2,54.5,0.0,0.0,100.0,0.3,63.6,0.1,27.3,0.0,33.3,0.1,13.6,0.0,0.0
127,Domantas Sabonis,SAC,53,30,23,34.4,82.6,8.8,2.1,3.1,67.3,0.8,1.1,75.0,5.2,58.8,4.4,49.8,1.0,22.5,0.5,5.8,0.5,5.8
128,Dominick Barlow,SAS,7,0,7,7.6,10.9,1.0,0.3,0.3,100.0,0.0,0.0,0.0,0.6,57.1,0.7,71.4,0.4,60.0,0.0,0.0,0.0,0.0
129,Donovan Mitchell,CLE,47,31,16,35.3,68.8,0.8,0.3,0.4,72.2,0.1,0.1,100.0,0.7,91.9,0.3,40.5,0.0,13.3,0.0,2.7,0.1,8.1
130,Donte DiVincenzo,GSW,44,25,19,25.1,47.1,0.7,0.1,0.1,60.0,0.0,0.0,0.0,0.2,24.1,0.5,79.3,0.1,13.0,0.0,3.4,0.0,0.0
131,Dorian Finney-Smith,BKN,41,20,21,32.2,40.3,0.6,0.1,0.1,100.0,0.0,0.0,0.0,0.3,42.3,0.5,73.1,0.1,21.1,0.0,0.0,0.0,0.0
132,Doug McDermott,SAS,49,14,35,20.4,28.0,0.2,0.1,0.2,66.7,0.0,0.0,0.0,0.3,118.2,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0
133,Draymond Green,GSW,48,26,22,31.8,73.9,2.7,0.5,0.8,68.4,0.2,0.3,66.7,1.3,46.2,1.6,58.5,0.4,25.0,0.1,5.4,0.1,4.6
134,Drew Eubanks,POR,54,25,29,19.3,25.5,2.1,0.6,0.9,64.6,0.1,0.1,62.5,1.3,61.3,0.9,45.9,0.1,15.7,0.1,5.4,0.1,3.6
135,Dru Smith,BKN,7,4,3,13.2,22.6,0.3,0.1,0.1,100.0,0.0,0.0,0.0,0.3,100.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Duane Washington Jr.,PHX,31,17,14,12.7,30.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Duncan Robinson,MIA,28,14,14,17.9,25.0,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.2,100.0,0.1,40.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Dwight Powell,DAL,52,30,22,19.7,24.2,1.9,0.3,0.5,63.0,0.2,0.2,66.7,0.9,46.4,1.1,58.8,0.2,14.0,0.1,4.1,0.1,6.2
139,Dyson Daniels,NOP,39,21,18,19.9,30.5,0.2,0.0,0.0,100.0,0.0,0.0,0.0,0.1,33.3,0.1,83.3,0.1,80.0,0.0,0.0,0.0,0.0
140,Edmond Sumner,BKN,46,28,18,14.5,24.6,0.2,0.1,0.1,80.0,0.0,0.0,0.0,0.2,72.7,0.1,27.3,0.0,0.0,0.0,18.2,0.0,0.0
141,Eric Gordon,LAC,47,12,35,30.2,41.8,0.2,0.0,0.1,33.3,0.0,0.0,0.0,0.1,36.4,0.1,45.5,0.0,20.0,0.0,0.0,0.0,0.0
142,Eugene Omoruyi,OKC,22,8,14,12.0,14.0,0.5,0.1,0.3,33.3,0.0,0.1,50.0,0.2,41.7,0.1,25.0,0.0,0.0,0.0,8.3,0.0,8.3
