,PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
158,Gary Trent Jr.,TOR,51,24,27,33.7,12629.8,2.39,1.25,1.14,3.96,4.16,3.76
159,George Hill,IND,36,24,12,18.8,7265.7,1.38,0.74,0.63,4.08,4.26,3.88
160,Georges Niang,PHI,56,38,18,19.7,7802.3,1.48,0.8,0.68,4.18,4.54,3.83
161,Giannis Antetokounmpo,MIL,48,36,12,32.5,12083.5,2.29,1.26,1.03,3.94,4.42,3.49
162,Goga Bitadze,ORL,21,8,13,9.6,3813.8,0.72,0.38,0.35,4.18,4.5,3.82
163,Goran Dragic,CHI,50,22,28,15.5,6278.4,1.19,0.65,0.54,4.28,4.8,3.77
164,Gordon Hayward,CHA,35,13,22,31.2,12730.9,2.41,1.32,1.09,4.33,4.81,3.85
165,Gorgui Dieng,SAS,20,2,18,10.0,3653.7,0.69,0.37,0.32,3.82,4.18,3.53
166,Grant Williams,BOS,59,43,16,27.5,10261.2,1.94,1.02,0.92,3.96,4.1,3.82
167,Grayson Allen,MIL,55,40,15,27.6,11311.7,2.14,1.15,0.99,4.37,4.68,4.05
168,Greg Brown III,POR,16,10,6,5.8,2229.7,0.42,0.22,0.21,4.01,4.11,3.91
169,Hamidou Diallo,DET,50,12,38,16.8,6908.9,1.31,0.71,0.6,4.35,4.77,3.94
170,Harrison Barnes,SAC,59,34,25,32.6,13273.8,2.51,1.33,1.18,4.31,4.74,3.91
171,Haywood Highsmith,MIA,44,23,21,19.4,8081.2,1.53,0.82,0.71,4.42,4.7,4.15
172,Herbert Jones,NOP,44,19,25,28.9,11447.0,2.17,1.14,1.03,4.21,4.51,3.92
173,Immanuel Quickley,NYK,60,34,26,27.8,11100.5,2.1,1.15,0.95,4.22,4.5,3.93
174,Isaac Okoro,CLE,63,38,25,21.2,8226.8,1.56,0.77,0.79,4.11,4.0,4.23
175,Isaiah Hartenstein,NYK,61,34,27,19.7,8289.7,1.57,0.85,0.72,4.45,4.78,4.1
176,Isaiah Jackson,IND,45,17,28,15.3,6226.3,1.18,0.62,0.56,4.29,4.71,3.91
177,Isaiah Joe,OKC,51,25,26,16.2,6677.6,1.26,0.67,0.6,4.34,4.72,3.98
178,Isaiah Livers,DET,37,9,28,21.1,8635.5,1.64,0.85,0.78,4.32,4.52,4.12
179,Isaiah Mobley,CLE,8,5,3,3.3,1233.1,0.23,0.12,0.11,4.04,4.41,3.71
180,Isaiah Roby,SAS,41,9,32,11.3,4772.9,0.9,0.5,0.41,4.45,5.02,3.87
181,Isaiah Stewart,DET,48,12,36,28.4,10905.4,2.07,1.1,0.97,4.07,4.31,3.83
182,Isaiah Todd,WAS,4,2,2,3.1,1326.0,0.25,0.14,0.11,4.34,4.53,4.09
183,Ish Smith,DEN,30,20,10,10.3,4170.2,0.79,0.46,0.33,4.26,4.82,3.68
184,Ish Wainright,PHX,43,23,20,15.5,6332.6,1.2,0.65,0.55,4.29,4.64,3.94
185,Ivica Zubac,LAC,59,32,27,29.4,10973.3,2.08,1.12,0.96,3.99,4.21,3.77
186,JD Davison,BOS,6,5,1,2.3,805.7,0.15,0.09,0.06,3.53,3.45,3.64
187,JT Thor,CHA,48,13,35,10.7,4441.0,0.84,0.46,0.38,4.41,4.81,4.01
188,Ja Morant,MEM,49,31,18,32.7,12566.8,2.38,1.29,1.09,4.05,4.42,3.68
189,JaMychal Green,GSW,40,20,20,14.7,5866.0,1.11,0.6,0.52,4.2,4.54,3.86
190,JaVale McGee,DAL,36,17,19,8.1,3124.9,0.59,0.31,0.28,4.09,4.23,3.95
191,Jabari Smith Jr.,HOU,56,12,44,30.0,11504.1,2.18,1.18,1.0,4.08,4.31,3.84
192,Jabari Walker,POR,39,19,20,9.0,3535.0,0.67,0.36,0.31,4.09,4.3,3.86
193,Jack White,DEN,14,12,2,3.1,1216.1,0.23,0.14,0.09,4.04,4.27,3.71
194,Jaden Hardy,DAL,32,16,16,11.6,4647.4,0.88,0.47,0.41,4.21,4.37,4.02
195,Jaden Ivey,DET,55,15,40,30.0,11985.6,2.27,1.25,1.02,4.24,4.62,3.86
196,Jaden McDaniels,MIN,59,30,29,30.5,12819.7,2.43,1.24,1.19,4.47,4.7,4.25
197,Jaden Springer,PHI,7,7,0,3.8,1522.7,0.29,0.15,0.14,4.17,4.06,4.3
198,Jae Crowder,MIL,1,1,0,16.0,6901.0,1.31,0.7,0.61,4.58,5.01,4.15
199,Jae'Sean Tate,HOU,21,3,18,21.4,8458.5,1.6,0.88,0.72,4.16,4.44,3.86
200,Jake LaRavia,MEM,30,20,10,12.7,5282.0,1.0,0.55,0.45,4.38,4.69,4.05
201,Jakob Poeltl,TOR,49,14,35,26.2,10709.0,2.03,1.1,0.93,4.37,4.75,3.99
202,Jalen Brunson,NYK,57,32,25,35.2,13893.1,2.63,1.51,1.12,4.19,4.63,3.71
203,Jalen Duren,DET,51,14,37,25.2,9928.4,1.88,0.98,0.9,4.17,4.28,4.06
204,Jalen Green,HOU,54,11,43,33.9,13589.3,2.57,1.47,1.1,4.25,4.67,3.79
205,Jalen Johnson,ATL,56,28,28,14.5,5936.4,1.12,0.6,0.52,4.32,4.65,4.0
206,Jalen McDaniels,PHI,60,19,41,26.1,10905.1,2.07,1.12,0.94,4.43,4.87,3.99
207,Jalen Smith,IND,51,24,27,18.2,7535.1,1.43,0.76,0.67,4.41,4.79,4.05
208,Jalen Suggs,ORL,35,14,21,22.9,8987.2,1.7,0.91,0.79,4.14,4.42,3.86
209,Jalen Williams,OKC,55,26,29,29.2,12399.4,2.35,1.26,1.08,4.52,5.08,4.0
210,Jamal Cain,MIA,14,8,6,13.3,5522.6,1.05,0.52,0.52,4.38,4.41,4.35
211,Jamal Murray,DEN,46,33,13,32.5,12804.1,2.43,1.34,1.08,4.18,4.63,3.74
212,Jamaree Bouyea,MIA,4,2,2,16.3,6566.5,1.24,0.67,0.57,4.32,4.49,4.14
213,James Bouknight,CHA,26,5,21,13.6,5481.9,1.04,0.58,0.46,4.3,4.78,3.83
214,James Harden,PHI,42,29,13,36.5,12205.2,2.31,1.28,1.04,3.56,3.86,3.24
215,James Johnson,IND,12,5,7,8.2,3045.9,0.58,0.3,0.28,3.93,4.47,3.47
216,James Wiseman,DET,23,9,14,13.4,5590.8,1.06,0.56,0.5,4.41,4.7,4.09
217,Jared Rhoden,DET,1,0,1,12.0,5322.0,1.01,0.52,0.49,4.59,4.86,4.37
218,Jaren Jackson Jr.,MEM,41,25,16,27.4,10868.6,2.06,1.06,1.0,4.19,4.43,3.95
219,Jarred Vanderbilt,LAL,56,28,28,23.9,9853.3,1.87,0.99,0.88,4.37,4.56,4.17
220,Jarrett Allen,CLE,56,35,21,33.2,12216.4,2.31,1.22,1.09,3.91,4.04,3.77
221,Jarrett Culver,ATL,10,5,5,13.7,5399.8,1.02,0.55,0.47,4.12,4.31,3.92
222,Jason Preston,LAC,13,3,10,9.4,3815.4,0.72,0.39,0.34,4.26,4.63,3.9
223,Javonte Green,CHI,28,11,17,16.0,6636.5,1.26,0.65,0.61,4.35,4.68,4.05
224,Jaxson Hayes,NOP,33,15,18,13.3,5205.5,0.99,0.52,0.47,4.15,4.38,3.92
225,Jaylen Brown,BOS,49,34,15,35.7,13511.1,2.56,1.37,1.19,4.03,4.35,3.72
226,Jaylen Nowell,MIN,62,31,31,19.5,7972.4,1.51,0.79,0.72,4.32,4.63,4.01
227,Jaylin Williams,OKC,27,12,15,16.5,6305.6,1.19,0.65,0.54,4.08,4.49,3.7
228,Jayson Tatum,BOS,56,41,15,37.4,13301.5,2.52,1.38,1.14,3.79,4.13,3.44
229,Jeff Dowtin Jr.,TOR,16,11,5,7.6,3058.9,0.58,0.3,0.28,4.25,4.49,4.0
230,Jeff Green,DEN,38,25,13,19.3,7000.2,1.33,0.71,0.62,3.85,4.05,3.65
231,Jerami Grant,POR,54,25,29,35.7,13573.4,2.57,1.38,1.19,4.03,4.26,3.8
232,Jeremiah Robinson-Earl,OKC,30,11,19,20.2,8560.3,1.62,0.87,0.75,4.52,5.07,4.02
233,Jeremy Sochan,SAS,47,11,36,25.9,10802.7,2.05,1.11,0.94,4.45,4.91,4.0
234,Jericho Sims,NYK,47,27,20,16.3,6510.0,1.23,0.67,0.57,4.24,4.49,4.0
235,Jevon Carter,MIL,59,42,17,22.7,9296.4,1.76,0.9,0.86,4.36,4.45,4.25
236,Jimmy Butler,MIA,45,24,21,33.4,12651.5,2.4,1.27,1.12,4.01,4.17,3.86
237,Jock Landale,PHX,52,27,25,14.2,5626.3,1.07,0.56,0.5,4.16,4.4,3.92
238,Joe Harris,BKN,52,29,23,23.8,9528.7,1.8,1.0,0.81,4.28,4.84,3.76
239,Joe Ingles,MIL,26,18,8,22.3,8544.5,1.62,0.86,0.76,4.05,4.31,3.79
240,Joe Wieskamp,TOR,2,1,1,8.5,3863.0,0.73,0.43,0.31,5.0,5.43,4.47
241,Joel Embiid,PHI,46,31,15,35.0,11685.5,2.21,1.16,1.05,3.55,3.69,3.41
242,John Butler Jr.,POR,9,2,7,3.4,1324.7,0.25,0.13,0.12,4.09,3.83,3.98
243,John Collins,ATL,50,26,24,31.1,11852.3,2.24,1.17,1.07,4.06,4.27,3.84
244,John Konchar,MEM,50,30,20,22.3,9458.9,1.79,0.93,0.87,4.47,4.63,4.31
245,John Wall,LAC,34,15,19,22.2,7839.1,1.48,0.8,0.69,3.7,3.99,3.4
246,Johnny Davis,WAS,13,6,7,4.7,1941.8,0.37,0.21,0.16,4.31,4.61,3.99
247,Jonas Valanciunas,NOP,59,29,30,24.8,9316.3,1.76,0.92,0.85,4.04,4.25,3.83
248,Jonathan Isaac,ORL,11,8,3,11.3,4712.1,0.89,0.48,0.41,4.42,4.66,4.17
249,Jonathan Kuminga,GSW,48,26,22,19.5,8104.9,1.54,0.81,0.72,4.4,4.73,4.07
250,Jordan Clarkson,UTA,59,29,30,32.6,13001.3,2.46,1.39,1.08,4.22,4.64,3.77
251,Jordan Goodwin,WAS,40,15,25,18.0,7675.7,1.45,0.8,0.66,4.47,4.83,4.1
252,Jordan Hall,SAS,9,1,8,9.2,3956.7,0.75,0.43,0.32,4.5,5.29,3.86
253,Jordan McLaughlin,MIN,25,13,12,15.2,6641.6,1.26,0.69,0.57,4.61,5.27,4.02
254,Jordan Nwora,IND,41,27,14,15.7,6419.9,1.22,0.66,0.56,4.36,4.61,4.08
255,Jordan Poole,GSW,59,29,30,30.6,11896.8,2.25,1.28,0.97,4.11,4.75,3.49
256,Jordan Schakel,WAS,2,0,2,3.1,1360.0,0.26,0.13,0.13,4.38,5.43,5.11
257,Jose Alvarado,NOP,59,30,29,21.7,9151.6,1.73,0.9,0.83,4.47,4.7,4.24
