,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,A.J. Lawson,DAL,12,5,7,4.2,2.0,4.1,2.8,0.1,1.42,0.63,0.49,0.0,0.0,0.1,0.0,0.0,2.0
1,AJ Green,MIL,25,19,6,8.9,4.2,10.9,6.6,0.5,2.52,1.75,0.39,0.1,0.0,0.4,0.0,0.0,0.889
2,AJ Griffin,ATL,54,25,29,20.5,9.3,22.1,15.1,0.8,2.05,1.47,0.421,0.5,0.0,0.6,0.852,2.0,0.879
3,Aaron Gordon,DEN,49,35,14,30.3,17.3,42.8,23.7,2.1,2.95,2.12,0.405,1.8,2.3,7.0,0.478,0.757,1.185
4,Aaron Holiday,ATL,49,26,23,14.6,4.3,21.2,8.6,1.4,3.99,3.61,0.203,0.1,0.0,0.4,0.286,0.0,0.571
5,Aaron Nesmith,IND,52,21,31,24.4,9.6,34.3,20.1,0.9,1.61,0.76,0.281,0.4,0.0,1.1,0.842,0.0,0.836
6,Aaron Wiggins,OKC,45,24,21,18.6,6.4,21.3,13.7,0.7,1.89,1.25,0.302,0.6,0.0,1.9,0.37,2.0,0.828
7,Admiral Schofield,ORL,27,11,16,13.0,4.6,20.0,9.3,0.6,1.7,0.79,0.228,0.5,0.0,1.0,0.615,0.0,0.821
8,Al Horford,BOS,44,31,13,30.7,9.2,46.4,25.6,1.2,1.56,0.48,0.199,1.2,1.1,2.7,0.255,0.383,0.55
9,Alec Burks,DET,44,12,32,22.2,13.2,34.7,21.3,1.8,3.07,2.39,0.38,0.3,0.3,0.4,0.571,0.615,0.563
10,Aleksej Pokusevski,OKC,31,15,16,21.9,8.8,44.4,24.2,1.2,1.6,0.75,0.199,1.6,0.0,3.4,0.608,0.0,0.724
11,Alex Caruso,CHI,47,19,28,24.2,5.6,46.2,18.4,2.1,2.74,2.02,0.121,0.9,0.0,1.2,0.2,0.0,0.625
12,Alex Len,SAC,13,8,5,3.5,1.0,6.5,3.5,0.2,1.51,0.41,0.155,1.3,0.0,0.8,0.353,0.0,0.818
13,Alize Johnson,SAS,4,1,3,7.4,1.8,11.5,5.5,0.5,2.7,1.98,0.152,0.0,0.3,1.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,9.0,3.0,0.4,2.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,52,10,42,28.4,15.3,53.9,37.4,2.2,2.42,1.25,0.283,5.4,4.3,7.3,0.572,0.548,0.767
16,Amir Coffey,LAC,39,20,19,14.6,4.1,15.8,11.5,0.7,2.54,1.72,0.258,0.2,0.0,0.3,0.167,0.0,0.333
17,Andre Drummond,CHI,44,19,25,13.0,6.5,18.5,11.8,0.4,1.42,0.47,0.353,1.9,0.4,4.8,0.631,0.611,0.962
18,Andre Iguodala,GSW,2,0,2,12.2,1.0,21.0,10.5,0.6,1.81,0.62,0.048,1.0,0.0,1.0,0.0,0.0,1.0
19,Andrew Nembhard,IND,52,22,30,27.2,8.2,44.3,23.1,2.5,3.37,3.04,0.184,0.5,0.0,0.7,0.48,0.0,0.5
20,Andrew Wiggins,GSW,36,18,18,32.3,17.1,46.2,31.6,1.8,2.28,1.48,0.371,0.7,1.7,3.3,0.808,0.581,0.992
21,Anfernee Simons,POR,55,27,28,35.7,21.4,69.5,33.4,5.5,4.77,4.17,0.309,0.3,0.0,0.6,1.188,0.0,0.938
22,Anthony Davis,LAL,34,15,19,33.5,25.9,68.0,37.1,2.3,2.03,0.78,0.381,5.0,5.6,11.4,0.731,0.725,1.188
23,Anthony Edwards,MIN,60,31,29,36.2,24.7,72.9,36.5,4.9,4.05,3.53,0.34,0.5,0.6,1.0,0.656,0.686,0.877
24,Anthony Gill,WAS,40,16,24,10.2,3.2,10.2,6.7,0.3,1.64,0.61,0.311,0.5,0.0,1.2,0.6,0.0,1.306
25,Anthony Lamb,GSW,41,22,19,19.2,7.0,32.5,17.3,1.0,1.79,0.92,0.217,0.6,0.4,1.8,0.375,0.0,0.581
26,Austin Reaves,LAL,40,18,22,28.0,10.6,35.8,20.1,1.7,2.92,2.33,0.296,0.7,0.0,1.1,0.462,0.0,0.659
27,Austin Rivers,MIN,45,23,22,21.1,5.4,24.8,14.2,1.3,3.04,2.42,0.219,0.1,0.0,0.1,1.0,0.0,0.667
28,Ayo Dosunmu,CHI,54,25,29,28.1,9.4,48.3,18.4,2.8,3.45,3.13,0.195,0.2,0.0,0.8,1.077,0.0,1.024
29,Bam Adebayo,MIA,53,29,24,35.3,21.5,64.9,37.8,3.0,2.82,1.57,0.332,7.2,2.7,8.1,0.709,0.613,0.925
30,Ben Simmons,BKN,41,23,18,26.5,7.0,61.7,21.6,3.5,3.42,2.36,0.114,2.3,1.1,4.0,0.355,0.444,0.849
31,Bennedict Mathurin,IND,59,25,34,28.3,17.3,42.4,28.9,1.8,2.48,1.69,0.407,1.1,0.1,1.9,1.0,0.333,1.0
32,Bismack Biyombo,PHX,45,25,20,14.0,3.8,22.9,13.5,0.6,1.58,0.49,0.165,2.5,0.9,4.5,0.345,0.325,0.668
