,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Jonas Valanciunas,NOP,59,2.5,17.9,1.18,2.9,1.2,2.1,58.5,58.5,11.0,5.5,11.0,1.4,59.3,60.7
1,Ivica Zubac,LAC,59,2.3,23.7,1.03,2.4,1.0,1.8,54.7,54.7,14.8,9.6,13.3,3.0,53.3,36.1
2,Jarrett Allen,CLE,55,1.9,15.5,1.27,2.5,1.0,1.5,69.1,69.1,19.8,5.7,18.9,1.9,67.9,77.1
3,Walker Kessler,UTA,58,1.9,29.1,1.2,2.3,1.0,1.6,63.2,63.2,17.7,4.4,16.8,6.2,62.8,64.3
4,Mason Plumlee,CHA,56,1.9,17.6,1.24,2.3,1.0,1.6,61.8,61.8,15.2,6.7,15.2,6.7,61.0,71.1
5,Giannis Antetokounmpo,MIL,47,1.7,5.5,1.6,2.7,1.1,1.3,84.7,84.7,26.3,6.3,25.0,6.3,81.3,98.6
6,Chris Boucher,TOR,54,2.0,22.0,1.21,2.4,1.0,1.7,58.2,58.2,14.2,1.9,14.2,1.9,62.3,67.1
7,Clint Capela,ATL,43,3.0,29.0,0.98,3.0,1.3,2.7,47.4,47.4,10.0,3.1,10.0,2.3,49.2,27.9
8,Rudy Gobert,MIN,50,2.3,20.3,1.1,2.5,1.0,1.8,55.1,55.1,20.0,7.0,19.1,4.3,55.7,45.7
9,Julius Randle,NYK,60,1.4,5.8,1.51,2.1,0.9,1.2,76.4,76.4,18.1,7.2,18.1,12.0,72.3,97.1
10,Onyeka Okongwu,ATL,57,1.6,20.4,1.33,2.2,0.9,1.3,68.9,68.9,17.2,4.3,16.1,1.1,68.8,84.5
11,Anthony Davis,LAL,36,2.8,12.4,1.24,3.4,1.3,2.3,58.5,58.5,18.0,5.0,17.0,5.0,61.0,71.7
12,Nick Richards,CHA,45,2.3,33.4,1.2,2.8,1.1,1.9,57.6,57.6,22.3,4.9,20.4,9.7,60.2,66.4
13,Domantas Sabonis,SAC,56,1.8,10.4,1.24,2.2,0.8,1.4,56.8,56.8,21.2,3.0,21.2,6.1,60.6,72.5
14,Jalen Duren,DET,52,2.0,25.6,1.18,2.3,1.0,1.6,61.9,61.9,15.5,7.8,15.5,4.9,61.2,58.6
15,Deandre Ayton,PHX,51,2.0,11.7,1.18,2.4,1.0,1.6,61.4,62.0,14.7,6.9,14.7,3.9,58.8,59.1
