,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Ja Morant,MEM,50,13.3,47.9,0.93,12.3,4.4,10.2,43.7,46.7,15.5,11.3,14.6,3.8,44.9,65.5
1,Trae Young,ATL,53,12.7,46.4,0.91,11.6,4.0,9.3,42.8,47.6,13.0,16.3,9.2,2.1,41.8,60.7
2,DeMar DeRozan,CHI,54,10.1,43.3,1.08,10.9,4.4,8.1,54.5,54.9,13.1,10.3,12.7,3.7,52.9,93.8
3,Luka Doncic,DAL,51,10.4,34.2,1.07,11.2,4.1,7.6,53.1,59.6,15.1,14.9,13.6,3.8,49.4,93.5
4,Donovan Mitchell,CLE,52,9.5,38.6,1.12,10.6,3.8,7.6,49.4,58.6,10.5,11.6,8.7,2.2,47.9,95.6
5,Damian Lillard,POR,46,10.4,38.3,1.12,11.6,3.5,7.5,46.4,55.0,19.0,12.1,15.4,3.3,48.9,96.4
6,Jalen Brunson,NYK,58,9.5,43.1,0.97,9.2,3.5,7.6,45.7,49.0,12.6,9.7,11.3,2.9,46.3,74.9
7,De'Aaron Fox,SAC,54,8.7,36.7,1.01,8.7,3.3,6.6,50.1,52.5,13.5,12.4,12.0,2.4,48.9,85.8
8,Darius Garland,CLE,53,9.1,42.8,0.97,8.8,3.3,7.0,47.3,52.4,10.2,13.9,7.7,1.2,45.0,73.5
9,Jalen Green,HOU,54,9.7,42.2,0.84,8.2,2.7,7.1,37.6,42.9,13.7,14.6,12.9,1.9,38.8,44.7
10,Shai Gilgeous-Alexander,OKC,54,8.2,29.6,1.0,8.2,2.8,5.8,48.6,49.4,17.5,13.8,15.4,2.9,49.2,85.5
11,Tyrese Haliburton,IND,50,8.7,46.8,1.0,8.6,3.2,6.9,45.7,54.2,9.7,13.4,8.8,3.0,43.0,80.7
12,Zach LaVine,CHI,56,8.3,36.3,0.91,7.5,2.7,6.6,40.8,46.9,10.8,11.7,10.4,2.4,41.0,61.5
13,Anthony Edwards,MIN,62,7.3,29.1,0.9,6.5,2.4,5.6,42.8,48.4,10.7,14.7,9.3,2.7,40.9,59.3
14,Dejounte Murray,ATL,55,7.7,36.3,0.95,7.4,3.3,6.8,48.1,50.5,4.5,9.0,4.5,1.7,45.3,70.5
15,Anfernee Simons,POR,56,6.8,33.5,1.02,6.9,2.6,5.6,45.7,54.6,6.3,10.5,4.7,0.3,43.7,86.2
16,Fred VanVleet,TOR,50,7.8,39.4,0.97,7.6,2.6,6.4,41.4,48.9,9.7,10.5,8.2,1.5,41.6,73.1
17,CJ McCollum,NOP,54,7.4,33.7,0.93,6.9,2.6,5.9,44.4,49.1,9.8,12.5,8.8,2.3,43.0,66.5
18,Jrue Holiday,MIL,48,7.6,38.1,1.0,7.6,2.9,6.0,47.9,55.2,8.5,13.9,6.6,1.1,44.5,80.4
19,Tyler Herro,MIA,47,7.6,36.5,0.97,7.4,2.7,6.2,43.8,51.4,7.5,12.6,7.3,1.7,41.6,74.2
20,Stephen Curry,GSW,38,7.6,30.6,1.18,9.0,3.1,6.1,50.4,62.6,10.7,13.1,9.7,3.5,47.4,97.5
21,Jordan Clarkson,UTA,60,5.9,27.4,0.91,5.3,1.9,4.3,44.8,50.6,9.1,17.6,8.2,0.9,41.2,61.1
22,D'Angelo Russell,MIN,54,6.0,34.1,0.97,5.8,2.1,4.4,47.7,54.3,11.2,17.1,7.8,1.2,44.4,75.6
23,Paul George,LAC,45,7.0,30.7,0.99,7.0,2.6,5.4,47.7,55.6,9.1,16.1,7.3,1.6,43.5,77.8
24,Jordan Poole,GSW,60,5.8,27.0,0.9,5.2,1.8,4.3,41.8,49.0,9.9,16.8,8.7,2.3,38.8,58.5
25,Franz Wagner,ORL,60,5.5,30.7,0.93,5.2,2.1,4.2,49.4,52.6,8.1,16.3,7.5,0.6,45.2,66.9
26,Chris Paul,PHX,40,8.3,57.0,0.9,7.5,2.8,6.4,44.0,48.4,9.4,13.6,4.5,0.6,42.6,58.2
27,Jamal Murray,DEN,47,6.1,31.0,1.03,6.2,2.5,5.1,48.7,55.0,7.7,9.8,5.6,1.1,46.7,88.0
28,Jayson Tatum,BOS,57,5.8,20.9,0.88,5.1,1.8,4.7,37.5,44.8,10.8,11.1,9.0,2.4,38.0,53.5
29,LaMelo Ball,CHA,35,10.3,40.7,0.8,8.2,3.0,8.0,38.0,44.6,6.6,16.6,4.2,0.6,35.5,33.8
30,Terry Rozier,CHA,52,6.8,30.5,0.81,5.4,2.1,5.6,36.5,41.5,7.7,10.0,7.1,1.1,37.0,36.4
31,Jaden Ivey,DET,57,6.1,35.1,0.8,4.9,1.8,4.4,39.5,42.7,13.8,16.4,11.8,3.2,38.3,35.6
32,Kevin Porter Jr.,HOU,40,8.9,43.1,0.77,6.9,2.5,6.5,37.7,41.9,10.4,18.2,9.8,2.2,35.6,30.5
33,Kyrie Irving,BKN,40,6.0,24.7,1.02,6.2,2.4,5.3,44.8,52.9,6.6,8.3,6.2,2.1,43.6,86.9
34,Tre Jones,SAS,52,5.6,39.8,0.84,4.7,2.0,4.6,42.3,43.2,7.5,10.6,6.5,0.7,41.8,45.1
35,Devin Booker,PHX,34,7.5,30.0,0.96,7.2,2.6,5.9,44.7,49.5,12.9,12.2,10.6,3.1,44.7,71.6
36,LeBron James,LAL,46,5.7,20.2,0.94,5.3,2.0,4.3,46.7,51.8,11.9,16.1,11.5,3.4,43.3,68.0
37,James Harden,PHI,43,6.2,30.4,0.91,5.7,1.8,4.2,43.6,51.4,13.1,22.4,11.6,2.2,39.6,62.2
38,Pascal Siakam,TOR,51,4.9,19.7,0.96,4.7,1.7,3.7,45.0,47.6,16.1,10.5,14.9,2.8,47.6,72.4
39,Tyrese Maxey,PHI,40,6.2,33.6,0.94,5.9,2.3,5.2,43.8,47.4,11.2,6.8,11.2,2.0,45.4,69.1
40,Malcolm Brogdon,BOS,52,4.6,34.3,0.98,4.5,1.6,3.7,42.4,50.8,10.1,11.4,8.4,2.1,42.2,76.7
41,Jimmy Butler,MIA,46,4.8,25.2,1.04,5.0,1.7,3.6,46.3,47.0,23.1,8.6,19.5,5.9,51.1,90.2
42,Immanuel Quickley,NYK,61,3.8,30.9,0.99,3.8,1.4,3.0,45.7,50.5,14.7,10.0,14.3,4.3,46.3,78.9
43,Spencer Dinwiddie,DAL,53,4.0,24.4,1.06,4.3,1.6,3.2,49.4,57.1,12.7,11.7,12.7,4.2,47.4,92.0
44,Paolo Banchero,ORL,54,4.8,22.6,0.85,4.1,1.4,3.5,39.5,42.9,16.1,14.2,14.9,3.1,41.0,45.8
45,Jaylen Brown,BOS,50,4.4,17.1,1.0,4.4,1.5,3.1,47.8,54.5,13.7,16.4,12.8,1.8,45.7,84.5
46,Bradley Beal,WAS,37,5.9,27.7,0.99,5.9,2.3,4.4,52.2,55.9,11.5,17.9,10.6,3.2,46.8,80.0
47,Keldon Johnson,SAS,54,4.3,19.9,0.94,4.0,1.5,3.3,47.2,49.1,14.2,13.4,13.8,3.4,46.6,67.6
48,Alec Burks,DET,48,4.5,39.7,0.99,4.5,1.5,3.6,42.0,50.0,11.9,9.6,11.9,2.3,43.1,78.5
49,Josh Giddey,OKC,54,5.0,27.6,0.8,4.0,1.9,4.0,46.3,46.6,5.6,16.7,5.6,3.3,39.8,35.3
50,Killian Hayes,DET,57,5.2,41.3,0.72,3.8,1.6,4.2,37.8,40.5,4.4,15.5,3.7,1.4,33.8,22.9
51,Norman Powell,LAC,51,3.9,24.9,1.06,4.1,1.3,2.8,45.4,50.7,18.8,11.2,15.7,1.5,49.7,91.6
52,RJ Barrett,NYK,55,4.3,20.7,0.87,3.7,1.3,3.1,43.3,44.2,17.4,14.8,16.1,4.7,42.8,51.3
53,Mike Conley,UTA,43,5.2,46.2,0.9,4.7,1.6,3.8,41.5,48.8,10.7,18.3,9.4,2.2,38.8,58.9
54,T.J. McConnell,IND,59,4.0,47.4,0.85,3.4,1.5,3.1,48.6,49.4,7.7,18.7,6.8,3.4,41.3,48.4
55,Dennis Schroder,LAL,46,4.8,38.0,0.91,4.3,1.6,3.6,45.5,46.4,13.1,14.0,12.2,2.3,44.8,60.0
56,Monte Morris,WAS,51,3.6,37.1,1.06,3.8,1.6,3.2,50.6,55.5,4.9,8.2,4.9,2.2,47.8,91.3
57,Russell Westbrook,LAL,52,5.0,25.5,0.75,3.8,1.5,3.4,43.5,47.5,8.5,25.0,7.7,1.9,35.8,27.6
58,Tyus Jones,MEM,59,3.8,38.1,0.85,3.2,1.4,3.2,44.2,46.3,3.6,11.7,3.6,0.9,40.5,47.3
59,Cole Anthony,ORL,41,4.6,37.9,0.99,4.6,1.7,3.6,48.3,51.7,11.2,12.2,10.1,1.6,47.3,79.6
60,Kyle Kuzma,WAS,54,4.0,17.6,0.84,3.3,1.4,3.1,44.1,47.1,7.9,14.0,7.5,1.4,40.7,44.0
61,Kevin Durant,BKN,39,3.7,14.8,1.19,4.4,1.6,2.7,59.0,64.8,15.9,17.9,15.2,6.2,52.4,98.5
62,Kawhi Leonard,LAC,35,4.2,20.9,1.19,4.9,1.8,3.3,55.2,58.2,15.8,9.6,13.7,4.8,54.8,97.8
63,Bennedict Mathurin,IND,62,3.1,18.5,0.89,2.8,0.9,2.3,40.6,44.1,17.4,12.8,16.4,3.6,42.6,54.5
64,Giannis Antetokounmpo,MIL,48,3.4,11.1,1.07,3.6,1.3,2.3,55.0,56.9,25.5,12.4,24.2,6.2,54.0,92.7
65,Eric Gordon,HOU,47,3.7,28.4,0.98,3.6,1.3,2.6,48.4,54.5,13.9,19.1,12.7,3.5,43.9,76.4
66,Markelle Fultz,ORL,40,4.7,32.9,0.89,4.2,1.8,3.6,50.0,50.7,9.0,16.4,8.5,1.6,45.5,55.3
67,Jaylen Nowell,MIN,62,2.9,25.3,0.93,2.6,1.1,2.5,42.9,48.4,6.2,6.8,5.1,1.1,42.9,65.8
68,Bones Hyland,DEN,43,4.3,34.3,0.9,3.8,1.4,3.4,40.5,49.0,6.6,13.7,5.5,1.1,38.3,57.5
69,Brandon Ingram,NOP,26,6.8,29.2,0.92,6.3,2.3,5.2,44.0,46.6,14.0,13.5,12.9,2.8,44.4,64.0
70,Bojan Bogdanovic,DET,58,3.2,16.5,0.86,2.7,1.0,2.3,43.4,46.7,10.4,16.9,7.1,1.6,40.4,49.8
71,Reggie Jackson,LAC,52,3.8,31.7,0.79,3.0,1.2,3.1,40.0,42.2,7.0,14.0,7.0,2.0,37.0,32.4
72,Dillon Brooks,MEM,54,3.7,22.6,0.74,2.7,1.2,3.2,36.6,39.2,5.5,10.0,5.0,1.5,35.0,26.2
73,Derrick White,BOS,61,2.4,22.1,0.99,2.4,0.8,1.8,45.9,54.5,12.2,15.5,11.5,2.7,43.9,79.3
74,Collin Sexton,UTA,47,3.1,23.3,0.97,3.0,1.0,2.2,44.7,46.6,19.3,12.4,17.2,2.8,47.6,74.5
75,Tre Mann,OKC,53,3.2,36.1,0.81,2.6,1.0,2.8,36.9,44.0,4.1,9.9,4.1,0.6,35.5,37.5
76,Gabe Vincent,MIA,47,3.2,30.7,0.9,2.9,1.1,2.5,42.9,50.0,6.6,16.4,6.6,1.3,38.8,56.7
77,Cameron Payne,PHX,29,5.7,41.3,0.82,4.7,2.0,4.8,42.8,45.7,4.8,11.5,5.5,0.6,40.0,38.8
78,Devin Vassell,SAS,30,4.7,26.2,0.94,4.5,1.9,4.0,46.7,49.6,7.0,10.6,7.0,2.1,44.4,68.7
79,Jalen Williams,OKC,55,3.0,24.3,0.82,2.4,1.1,2.4,43.3,44.0,9.2,11.7,7.4,3.1,41.1,40.0
80,Caris LeVert,CLE,58,3.3,26.3,0.69,2.3,0.9,2.6,36.2,40.3,6.2,16.6,6.2,0.5,32.6,20.0
81,Shake Milton,PHI,55,2.8,31.2,0.85,2.4,1.0,2.1,47.0,48.7,7.2,17.8,7.2,2.0,41.4,48.0
82,Cade Cunningham,DET,12,11.3,47.9,0.96,10.8,4.8,10.1,47.9,50.4,3.7,8.1,3.0,1.5,45.2,70.9
83,Luguentz Dort,OKC,52,2.6,17.9,0.95,2.5,0.9,2.0,43.4,46.7,15.4,11.0,15.4,4.4,44.9,69.5
84,Malik Monk,SAC,56,2.6,18.5,0.88,2.3,0.8,1.7,45.8,50.5,12.5,22.9,9.0,2.1,41.0,53.1
85,Jose Alvarado,NOP,60,2.8,28.0,0.75,2.1,0.9,2.0,44.3,44.7,7.1,20.8,6.5,0.6,38.7,27.6
86,Gary Trent Jr.,TOR,52,2.8,15.9,0.87,2.4,0.9,2.3,38.7,42.9,9.8,9.8,9.8,2.8,39.2,52.4
87,Mikal Bridges,PHX,56,2.3,14.0,0.98,2.2,0.9,1.8,49.0,50.5,13.4,12.6,12.6,3.9,46.5,76.0
88,Kelly Oubre Jr.,CHA,37,3.7,18.5,0.89,3.3,1.3,3.2,39.8,43.6,11.6,6.5,11.6,3.6,42.0,56.0
89,Kyle Lowry,MIA,44,3.3,25.9,0.84,2.8,0.9,2.3,41.4,49.0,12.4,21.4,10.3,2.8,37.9,44.4
90,De'Andre Hunter,ATL,50,2.2,14.4,1.03,2.2,0.8,1.7,47.0,50.0,15.6,11.0,13.8,2.8,48.6,87.3
91,Malik Beasley,UTA,55,2.1,15.6,0.97,2.0,0.7,1.9,39.0,50.5,3.4,6.9,3.4,0.9,37.9,72.7
92,Desmond Bane,MEM,37,3.2,16.3,0.94,3.0,1.2,2.6,47.4,54.7,5.0,16.8,4.2,1.7,41.2,68.4
93,Malaki Branham,SAS,47,2.7,26.8,0.9,2.4,1.1,2.2,49.0,50.5,5.6,13.6,4.8,0.8,44.0,57.1
94,Marcus Smart,BOS,44,2.4,19.1,1.03,2.5,0.9,1.7,54.1,61.5,10.3,21.5,8.4,0.9,46.7,87.6
95,Cam Thomas,BKN,42,3.0,28.6,0.86,2.6,0.9,2.4,36.0,39.0,14.4,7.2,12.8,1.6,40.8,50.2
96,Duane Washington Jr.,PHX,31,4.2,43.1,0.84,3.5,1.4,3.5,41.1,46.7,5.4,13.2,5.4,1.6,37.2,43.6
97,Zion Williamson,NOP,29,3.5,15.0,1.03,3.6,1.3,2.2,58.7,59.5,27.7,16.8,24.8,6.9,55.4,88.4
98,Bogdan Bogdanovic,ATL,35,3.3,23.5,0.89,3.0,1.2,2.7,45.2,51.6,3.4,17.1,3.4,0.0,39.3,55.3
99,Julius Randle,NYK,62,1.7,6.9,0.99,1.6,0.5,1.3,39.5,49.4,15.5,9.7,15.5,3.9,41.7,78.2
100,De'Anthony Melton,PHI,56,2.1,19.8,0.86,1.8,0.7,1.7,41.7,49.5,5.1,13.6,4.2,0.0,37.3,50.5
101,Andrew Nembhard,IND,55,2.6,27.6,0.71,1.9,0.8,2.1,38.6,41.2,4.2,18.1,2.1,1.4,33.3,21.5
102,Saddiq Bey,DET,52,1.9,13.0,1.04,1.9,0.6,1.5,40.5,47.5,16.5,6.2,17.5,5.2,44.3,89.5
103,Gordon Hayward,CHA,36,3.8,25.5,0.75,2.8,1.1,2.9,38.8,40.8,8.9,18.5,8.1,3.7,34.8,26.9
104,Goran Dragic,CHI,51,2.7,37.4,0.73,2.0,0.9,2.1,40.7,43.5,4.3,19.4,3.6,1.4,34.5,23.6
105,Victor Oladipo,MIA,28,4.3,34.4,0.83,3.6,1.4,3.2,43.8,48.3,7.5,20.0,5.8,1.7,38.3,42.4
106,Lonnie Walker IV,LAL,43,2.3,18.9,1.0,2.3,0.9,2.0,43.2,46.0,10.1,3.0,10.1,2.0,46.5,84.5
107,Josh Richardson,SAS,43,2.9,25.0,0.8,2.3,0.9,2.2,40.6,43.8,8.1,15.4,4.9,1.6,38.2,33.5
108,Talen Horton-Tucker,UTA,48,2.9,31.2,0.7,2.0,0.8,2.1,36.3,37.7,12.4,17.5,12.4,4.4,35.0,20.7
109,Jevon Carter,MIL,59,2.0,25.6,0.77,1.6,0.7,1.6,42.3,46.9,0.8,18.3,0.8,0.0,35.0,30.2
110,Seth Curry,BKN,41,2.0,20.4,1.1,2.2,0.8,1.7,50.0,60.3,6.1,14.6,6.1,3.7,43.9,94.9
111,Bruce Brown,DEN,60,2.3,21.0,0.63,1.5,0.6,1.7,35.0,35.9,7.9,22.1,7.9,3.6,30.0,13.5
112,John Wall,LAC,34,4.3,30.9,0.61,2.6,0.9,3.0,30.4,31.9,12.4,20.0,12.4,2.8,29.7,11.6
113,Jerami Grant,POR,54,1.5,8.1,1.05,1.6,0.6,1.1,51.7,56.7,12.2,13.4,11.0,0.0,50.0,90.5
114,Ayo Dosunmu,CHI,58,1.5,15.4,0.91,1.3,0.7,1.2,55.1,55.8,1.2,18.6,1.2,0.0,45.3,60.4
115,Jalen Suggs,ORL,36,2.6,24.3,0.82,2.2,0.9,1.8,48.4,58.6,5.3,27.4,3.2,0.0,35.8,39.6
116,Cory Joseph,DET,42,2.4,43.4,0.79,1.9,0.7,1.9,38.3,42.6,7.1,13.1,7.1,2.0,36.4,32.0
117,Kevin Huerter,SAC,56,1.4,10.6,0.95,1.3,0.5,1.1,44.4,53.2,7.6,13.9,6.3,1.3,41.8,70.2
118,Dennis Smith Jr.,CHA,41,2.7,27.0,0.67,1.8,0.8,2.2,34.1,34.1,7.2,12.6,6.3,1.8,33.3,18.2
119,Jordan Goodwin,WAS,40,2.3,34.1,0.79,1.8,0.8,1.9,42.7,43.3,9.8,14.1,9.8,5.4,37.0,33.1
120,Tobias Harris,PHI,55,1.5,10.6,0.87,1.3,0.5,1.3,42.9,44.3,7.2,8.4,7.2,0.0,43.4,50.9
121,Buddy Hield,IND,62,1.4,8.6,0.86,1.2,0.5,1.0,44.4,54.0,4.8,22.6,4.8,2.4,35.7,49.1
122,Terance Mann,LAC,61,0.9,11.3,1.25,1.2,0.5,0.8,59.6,62.8,14.0,7.0,14.0,3.5,59.6,98.9
123,Nickeil Alexander-Walker,UTA,36,2.2,33.8,0.91,2.0,0.7,1.4,52.0,59.0,10.3,28.2,7.7,2.6,41.0,61.8
124,Max Strus,MIA,59,1.2,10.0,0.96,1.2,0.4,0.9,46.4,57.1,4.2,18.1,2.8,0.0,40.3,71.3
