,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Luka Doncic,DAL,51,7.3,24.0,1.14,8.3,2.6,5.5,47.3,55.1,21.2,6.5,17.5,3.8,51.9,85.4
1,Shai Gilgeous-Alexander,OKC,54,6.3,22.9,1.05,6.6,2.1,4.7,45.3,47.1,21.3,7.0,19.9,3.2,51.8,75.1
2,James Harden,PHI,42,6.3,30.7,1.13,7.1,2.0,4.8,42.1,50.7,21.7,6.1,20.9,4.6,48.3,84.0
3,Julius Randle,NYK,60,4.9,20.5,0.97,4.8,1.6,3.6,45.1,48.8,19.0,12.9,17.3,4.7,46.4,61.0
4,Joel Embiid,PHI,46,6.3,21.8,0.96,6.1,2.1,4.7,44.0,44.7,18.2,10.3,16.8,3.1,47.9,59.6
5,Damian Lillard,POR,46,5.0,18.3,1.21,6.0,1.9,3.7,52.4,59.2,20.5,9.6,18.8,3.9,55.0,93.9
6,Anthony Edwards,MIN,61,4.4,17.7,0.98,4.3,1.7,3.9,43.0,49.4,7.5,5.6,7.5,1.1,43.4,62.0
7,Kyrie Irving,BKN,40,4.8,19.8,1.28,6.2,2.3,4.1,55.8,61.8,15.0,5.7,14.0,6.2,56.5,96.7
8,Jayson Tatum,BOS,56,4.8,17.1,0.92,4.4,1.3,3.7,34.6,41.0,16.1,8.6,15.0,1.5,41.2,53.1
9,Spencer Dinwiddie,DAL,53,4.3,25.9,0.99,4.2,1.3,3.2,39.5,45.6,18.1,7.1,17.7,1.8,46.5,63.8
10,DeMar DeRozan,CHI,53,3.5,15.2,1.19,4.2,1.3,2.5,50.7,51.1,29.8,6.4,28.7,7.4,58.0,91.5
11,Pascal Siakam,TOR,50,4.2,17.2,1.03,4.4,1.6,3.4,48.8,49.7,16.5,6.1,13.7,1.9,52.8,71.8
12,Kevin Durant,BKN,39,5.4,21.6,1.02,5.6,2.0,4.2,48.5,50.6,13.2,12.3,12.3,2.4,48.1,70.0
13,Jalen Brunson,NYK,56,2.9,13.3,1.16,3.4,1.3,2.5,52.1,57.1,12.2,6.1,11.0,3.7,53.0,87.3
14,Trae Young,ATL,52,3.6,13.2,0.94,3.4,1.1,2.8,40.1,43.5,16.0,10.1,13.3,4.3,43.1,54.5
15,Giannis Antetokounmpo,MIL,47,4.4,14.2,0.85,3.7,1.3,3.2,40.7,41.0,20.5,10.2,19.5,4.9,44.9,38.5
16,Dejounte Murray,ATL,54,3.5,16.4,0.92,3.2,1.2,2.9,41.7,44.9,10.1,9.0,10.1,2.1,42.6,51.6
17,LeBron James,LAL,46,4.2,14.8,0.83,3.4,1.3,3.7,35.3,38.5,9.9,3.7,9.4,2.6,38.7,33.8
18,Russell Westbrook,LAL,52,3.9,19.9,0.77,3.0,1.2,3.2,37.3,39.2,13.3,8.9,12.3,3.9,37.4,26.8
19,Zach LaVine,CHI,55,2.8,12.1,1.01,2.8,1.0,2.2,45.9,51.2,13.8,11.2,13.8,5.3,45.4,68.5
20,Anfernee Simons,POR,56,2.9,14.4,0.91,2.6,0.9,2.3,39.7,42.7,13.5,10.4,11.7,4.3,41.1,50.2
21,Paolo Banchero,ORL,53,3.2,15.0,0.86,2.8,0.9,2.4,37.6,40.4,22.8,8.8,21.6,5.3,43.3,39.9
22,Zion Williamson,NOP,29,4.2,18.1,1.16,4.9,1.7,2.8,60.5,60.5,23.0,16.4,19.7,5.7,57.4,86.9
23,Bam Adebayo,MIA,54,2.5,11.9,1.04,2.6,1.0,1.9,50.5,50.5,18.8,6.0,18.8,3.8,52.6,73.7
24,Jordan Clarkson,UTA,59,2.2,10.0,1.06,2.3,0.8,1.6,51.6,56.5,15.0,15.7,13.4,3.9,48.8,77.9
25,Paul George,LAC,44,3.5,15.3,0.87,3.0,1.1,2.8,39.8,44.3,10.4,11.0,7.8,1.3,40.9,41.3
26,De'Aaron Fox,SAC,53,2.3,9.7,1.1,2.5,0.9,1.8,50.5,53.2,17.5,6.7,16.7,3.3,53.3,82.5
27,Jimmy Butler,MIA,44,3.0,15.8,0.98,3.0,0.9,2.3,41.0,44.0,18.8,8.3,19.5,3.0,46.6,62.9
28,Kawhi Leonard,LAC,34,3.7,18.8,1.02,3.8,1.5,3.1,46.7,50.5,11.9,4.0,10.3,1.6,49.2,70.4
29,Donovan Mitchell,CLE,51,2.1,8.5,1.2,2.5,0.8,1.7,47.7,60.5,14.0,8.4,12.1,2.8,49.5,92.0
30,Ja Morant,MEM,49,3.0,10.9,0.82,2.5,0.8,2.3,34.2,36.0,22.1,7.4,20.8,6.0,40.3,33.3
31,Kevin Porter Jr.,HOU,40,3.0,14.5,0.99,3.0,0.9,2.4,37.5,44.3,17.5,6.7,15.0,4.2,43.3,64.3
32,Jalen Green,HOU,54,2.6,11.3,0.84,2.2,0.7,2.1,34.5,39.8,17.7,7.8,15.6,5.7,39.7,37.1
33,Bradley Beal,WAS,36,3.1,14.5,0.99,3.1,1.2,2.5,47.3,50.5,10.8,10.8,9.0,3.6,45.9,63.4
34,Jaylen Brown,BOS,49,2.4,9.3,0.9,2.1,0.8,2.0,40.6,45.3,10.3,9.5,10.3,2.6,40.5,47.2
35,Devin Booker,PHX,33,3.5,14.0,0.87,3.0,1.1,3.0,37.4,39.9,12.2,5.2,12.2,3.5,40.9,40.8
36,Collin Sexton,UTA,47,1.6,12.4,1.29,2.1,0.8,1.2,64.9,69.3,19.5,13.0,16.9,6.5,61.0,97.2
37,Bojan Bogdanovic,DET,57,1.8,9.1,0.96,1.7,0.6,1.4,41.3,46.9,14.0,8.0,9.0,2.0,44.0,60.1
38,Scottie Barnes,TOR,57,1.9,11.4,0.83,1.6,0.6,1.5,42.0,43.8,8.3,12.8,7.3,1.8,40.4,36.2
39,Caris LeVert,CLE,57,1.5,11.3,1.08,1.6,0.5,1.2,44.8,52.2,18.1,7.2,18.1,6.0,47.0,81.2
40,Cam Thomas,BKN,41,1.8,17.9,1.13,2.1,0.8,1.5,50.8,58.2,14.7,9.3,12.0,5.3,50.7,84.9
41,Darius Garland,CLE,52,2.2,10.4,0.75,1.6,0.5,1.7,31.5,36.0,12.3,13.2,8.8,3.5,33.3,21.6
42,Jerami Grant,POR,54,1.8,9.6,0.84,1.5,0.6,1.4,43.6,43.6,11.3,11.3,8.2,3.1,43.3,37.6
43,Jamal Murray,DEN,46,1.8,9.3,0.95,1.7,0.7,1.6,40.0,46.0,7.1,3.6,7.1,0.0,42.9,58.0
44,Tyrese Haliburton,IND,49,1.7,9.2,0.95,1.6,0.5,1.3,39.4,44.7,15.5,10.7,14.3,4.8,41.7,58.0
45,Christian Wood,DAL,49,1.9,11.7,0.88,1.6,0.6,1.5,41.9,44.6,13.2,12.1,13.2,6.6,39.6,43.7
46,Stephen Curry,GSW,38,1.8,7.1,1.15,2.0,0.8,1.5,54.4,60.5,9.0,11.9,7.5,6.0,49.3,85.9
47,Bennedict Mathurin,IND,61,1.4,8.2,0.91,1.3,0.3,1.0,32.8,41.8,18.8,10.6,16.5,2.4,40.0,49.3
48,Terry Rozier,CHA,50,1.7,7.6,0.89,1.5,0.6,1.5,38.2,44.1,5.9,4.7,4.7,0.0,40.0,46.5
49,Jordan Poole,GSW,59,1.3,6.3,0.95,1.3,0.4,1.1,41.9,49.2,10.1,13.9,8.9,2.5,40.5,57.3
50,Lauri Markkanen,UTA,55,1.1,5.2,1.23,1.3,0.4,0.8,47.6,52.4,30.0,3.3,25.0,3.3,60.0,94.8
51,Marcus Morris Sr.,LAC,53,1.6,13.0,0.88,1.4,0.6,1.4,44.6,45.3,4.8,8.3,4.8,1.2,42.9,44.1
52,Jrue Holiday,MIL,47,2.0,10.1,0.77,1.6,0.6,1.8,35.7,39.3,5.3,7.4,4.2,1.1,35.8,25.4
53,Tobias Harris,PHI,54,1.2,8.5,1.05,1.3,0.5,1.0,50.0,54.6,7.7,10.8,7.7,1.5,47.7,74.2
54,Malcolm Brogdon,BOS,51,1.1,8.3,1.18,1.3,0.5,0.9,54.5,59.1,17.5,8.8,17.5,3.5,56.1,90.6
55,Jaden Ivey,DET,56,1.5,8.5,0.81,1.2,0.4,1.0,37.5,41.1,18.3,15.9,15.9,2.4,39.0,31.0
56,CJ McCollum,NOP,53,1.6,7.3,0.77,1.2,0.5,1.3,37.3,40.3,8.2,12.9,7.1,0.0,36.5,24.2
57,Kyle Kuzma,WAS,53,1.6,7.2,0.75,1.2,0.4,1.2,33.3,40.2,9.4,12.9,7.1,0.0,35.3,23.0
58,Immanuel Quickley,NYK,59,1.1,9.3,0.93,1.1,0.4,1.0,37.3,44.1,10.4,6.0,10.4,4.5,38.8,53.5
59,Brandon Ingram,NOP,25,2.8,11.8,0.9,2.5,1.0,2.4,41.0,41.0,11.6,4.3,10.1,4.3,43.5,47.9
60,Aaron Gordon,DEN,49,1.3,8.7,0.95,1.2,0.4,0.8,52.6,55.3,26.6,18.8,25.0,4.7,50.0,58.7
61,Bones Hyland,DEN,43,1.7,13.5,0.85,1.4,0.4,1.4,32.2,39.8,12.5,8.3,11.1,2.8,36.1,38.0
62,Dennis Schroder,LAL,46,1.2,9.8,1.05,1.3,0.3,0.8,41.0,43.6,28.1,10.5,14.0,7.0,49.1,76.1
63,Saddiq Bey,DET,52,1.6,10.8,0.74,1.2,0.4,1.2,30.2,31.0,18.5,7.4,17.3,3.7,37.0,20.2
64,RJ Barrett,NYK,53,1.2,5.9,0.91,1.1,0.4,0.9,42.6,44.7,16.9,13.8,16.9,3.1,44.6,49.8
65,Fred VanVleet,TOR,50,1.4,7.0,0.84,1.2,0.4,1.1,35.8,39.6,14.3,11.4,12.9,1.4,40.0,36.6
66,Franz Wagner,ORL,59,1.3,7.2,0.75,1.0,0.4,1.1,35.8,38.1,5.2,9.1,5.2,1.3,35.1,23.5
67,Kristaps Porzingis,WAS,50,1.0,5.1,1.04,1.1,0.4,0.8,46.3,47.6,17.3,7.7,17.3,3.8,50.0,72.6
68,De'Andre Hunter,ATL,49,1.1,7.0,1.04,1.1,0.4,0.9,48.8,53.5,13.5,9.6,13.5,5.8,48.1,72.6
69,Killian Hayes,DET,56,1.4,11.0,0.68,0.9,0.4,1.2,34.8,36.4,3.8,11.5,3.8,0.0,33.3,12.2
70,D'Angelo Russell,MIN,54,0.8,4.6,1.21,1.0,0.3,0.7,47.2,59.7,14.0,4.7,9.3,2.3,48.8,93.4
71,John Wall,LAC,34,1.9,13.6,0.8,1.5,0.6,1.4,40.8,40.8,17.2,12.5,17.2,6.3,42.2,29.6
72,Harrison Barnes,SAC,58,0.7,5.4,1.22,0.9,0.2,0.5,48.1,50.0,34.1,4.9,31.7,4.9,61.0,94.4
73,Eric Gordon,HOU,47,1.0,7.9,1.02,1.0,0.4,0.8,43.6,50.0,10.4,10.4,8.3,2.1,43.8,69.0
74,LaMelo Ball,CHA,33,1.8,7.2,0.82,1.5,0.5,1.3,40.9,45.5,10.0,18.3,10.0,1.7,38.3,31.9
75,Anthony Davis,LAL,36,1.4,6.1,0.98,1.3,0.6,1.3,46.7,46.7,8.2,4.1,8.2,4.1,46.9,62.4
76,Alperen Sengun,HOU,53,0.8,5.1,1.18,0.9,0.3,0.5,61.5,61.5,25.0,20.0,25.0,10.0,55.0,90.1
77,Nikola Jokic,DEN,52,0.9,4.3,1.0,0.9,0.3,0.6,45.5,50.0,19.1,14.9,14.9,4.3,46.8,67.0
78,Tyler Herro,MIA,45,1.4,6.9,0.72,1.0,0.4,1.2,30.8,34.6,10.8,9.2,10.8,0.0,33.8,17.4
79,Tre Mann,OKC,52,0.9,9.6,1.02,0.9,0.3,0.8,45.0,52.5,6.7,8.9,6.7,4.4,42.2,69.5
80,Dillon Brooks,MEM,53,1.1,6.7,0.78,0.9,0.3,0.9,37.5,39.6,11.9,8.5,11.9,1.7,39.0,27.2
81,Keldon Johnson,SAS,53,0.9,4.3,0.92,0.8,0.3,0.6,41.2,44.1,22.4,12.2,22.4,4.1,46.9,52.6
82,Reggie Jackson,LAC,52,1.3,10.6,0.64,0.8,0.3,1.1,30.5,30.5,6.0,9.0,6.0,3.0,29.9,9.4
83,Alec Burks,DET,47,0.6,5.3,1.41,0.9,0.3,0.5,54.2,64.6,20.7,3.4,20.7,6.9,58.6,99.1
84,Chris Paul,PHX,39,1.2,7.9,0.91,1.1,0.4,1.0,39.5,47.4,6.7,8.9,2.2,0.0,40.0,51.2
